,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Prop_Addr,latitude,longitude
737,907135170,990,138000,20,RL,60.0,8072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746.0,Unf,0.0,244.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,2000.0,Unf,2.0,480.0,TA,TA,Y,0,64,0,0,0,0,,,,0,5,2009,WD ,Normal,"5449 FROST DR, Ames, USA",42.01887237613264,-93.69251180861552
738,535478010,999,134500,85,RL,69.0,10205,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784.0,Unf,0.0,141.0,925.0,GasA,TA,Y,SBrkr,999,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1962.0,Unf,1.0,300.0,TA,TA,Y,150,72,0,0,0,0,,,,0,5,2006,WD ,Normal,"510 E 14TH ST, Ames, USA",42.0354431086131,-93.60569883577747
739,535180120,1104,133000,20,RL,75.0,10425,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,774.0,Unf,0.0,330.0,1104.0,GasA,Gd,Y,SBrkr,1104,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1956.0,RFn,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD ,Normal,"217 20TH ST, Ames, USA",42.04210733692971,-93.61285385715064
740,534426110,1041,124500,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,ALQ,991.0,Unf,0.0,50.0,1041.0,GasA,Ex,Y,SBrkr,1041,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1.0,270.0,TA,TA,Y,224,88,0,0,0,0,,MnPrv,,0,7,2009,WD ,Normal,"1926 HUNZIKER DR, Ames, USA",42.04122444683396,-93.62456660627306
741,535403150,1194,159500,20,RL,79.0,8910,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,655.0,Unf,0.0,0.0,655.0,GasA,Ex,Y,SBrkr,1194,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,1954.0,Fin,2.0,539.0,TA,TA,Y,0,0,192,0,0,0,,,,0,7,2006,WD ,Normal,"313 E 16TH ST, Ames, USA",42.03835063265306,-93.60764075510204
742,531376010,1640,173000,60,RL,65.0,8366,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,Ex,Y,SBrkr,798,842,0,0.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2004.0,RFn,2.0,520.0,TA,TA,Y,138,45,0,0,0,0,,,,0,12,2008,WD ,Normal,"1410 CALIFORNIA AVE, Ames, USA",42.03624601645499,-93.69123942575058
743,911102170,1317,40000,70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,649.0,649.0,GasA,TA,N,SBrkr,649,668,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1.0,250.0,TA,Fa,N,0,54,172,0,0,0,,MnPrv,,0,7,2008,WD ,Normal,"208 S WALNUT AVE, Ames, USA",42.02140362966889,-93.61680909086884
744,905475520,943,80000,30,RL,,11515,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,SBrkr,943,0,0,0.0,0.0,1,0,3,1,Gd,5,Min2,0,,Detchd,1958.0,Unf,1.0,308.0,TA,TA,N,0,0,60,0,0,0,,,,0,8,2007,WD ,Normal,"309 COLORADO CIR, Ames, USA",42.02508203703704,-93.66355788888887
745,907175030,1525,235000,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1400.0,Unf,0.0,125.0,1525.0,GasA,Ex,Y,SBrkr,1525,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2000.0,RFn,2.0,541.0,TA,TA,Y,219,36,0,0,0,0,,,,0,9,2006,WD ,Normal,"5423 THACKERAY DR, Ames, USA",42.01816904567709,-93.69174026119212
746,527212050,2504,325000,60,RL,77.0,11198,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1122.0,1122.0,GasA,Ex,Y,SBrkr,1134,1370,0,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,656.0,TA,TA,Y,144,39,0,0,0,0,,,,0,6,2008,WD ,Normal,"4014 EDGEWATER DR, Ames, USA",42.06055254736842,-93.62885495789476
747,902201110,1328,129500,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Ex,CBlock,TA,TA,No,BLQ,384.0,Unf,0.0,384.0,768.0,GasA,TA,Y,FuseA,768,560,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,,Detchd,1950.0,Unf,1.0,308.0,TA,TA,Y,0,12,0,0,0,0,,MnPrv,,0,3,2009,WD ,Normal,"1212 CARROLL AVE, Ames, USA",42.039218,-93.609681
748,906201030,1732,178000,60,RL,77.0,9206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,741.0,741.0,GasA,TA,Y,SBrkr,977,755,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2.0,476.0,TA,TA,Y,192,46,0,0,0,0,,,,0,6,2010,WD ,Normal,"1149 OKLAHOMA DR, Ames, USA",42.03318050758283,-93.68572630529712
749,535325130,1145,127000,80,RL,55.0,7700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,271.0,Unf,0.0,30.0,301.0,GasA,Ex,Y,FuseA,1145,0,0,0.0,0.0,1,0,3,1,TA,6,Min2,0,,Detchd,1993.0,Unf,2.0,684.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,9,2006,WD ,Normal,"209 17TH ST, Ames, USA",42.03939307692308,-93.61263997435896
750,533213040,1471,172500,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381.0,Unf,0.0,348.0,729.0,GasA,Gd,Y,SBrkr,742,729,0,0.0,0.0,2,1,3,1,TA,6,Typ,0,,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0,24,0,0,0,0,,,,0,3,2009,WD ,Normal,"2723 BRISTOL DR, Ames, USA",42.047117,-93.646828
751,527352150,2050,154000,60,RL,,13250,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRNn,Norm,1Fam,2Story,7,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,TA,Y,SBrkr,1154,896,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1978.0,RFn,2.0,529.0,TA,TA,Y,192,192,0,0,0,0,,,,0,5,2009,WD ,Abnorml,"2108 STEVENSON DR, Ames, USA",42.05183843368243,-93.6379785407475
752,903226060,1672,164900,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,521.0,Unf,0.0,460.0,981.0,GasA,Ex,Y,SBrkr,1014,658,0,0.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,11,0,0,0,0,,GdPrv,,0,7,2008,WD ,Normal,"1209 MARSTON AVE, Ames, USA",42.03347295918367,-93.62370485714284
753,923227080,1404,160000,20,RL,83.0,13383,Pave,,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1969,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,0.0,594.0,1188.0,GasA,Ex,Y,SBrkr,1404,0,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Po,Attchd,1969.0,Unf,2.0,504.0,TA,TA,Y,0,16,0,0,0,0,,,,0,3,2009,WD ,Normal,"3318 JEWEL DR, Ames, USA",41.9933402,-93.6041191
754,907252060,2184,254750,60,RL,,12334,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1068.0,1068.0,GasA,Ex,Y,SBrkr,1068,1116,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA,Y,192,132,0,0,0,0,,,,0,6,2009,WD ,Normal,"4923 HEMINGWAY DR, Ames, USA",42.01849059534388,-93.68659668498664
755,907252060,2184,254750,60,RL,,12334,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1068.0,1068.0,GasA,Ex,Y,SBrkr,1068,1116,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,2.0,570.0,TA,TA,Y,192,132,0,0,0,0,,,,0,6,2009,WD ,Normal,"4923 HEMINGWAY DR, Ames, USA",42.01849059534388,-93.68659668498664
756,528102010,1980,315000,20,RL,129.0,16737,Pave,,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,66.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1447.0,Unf,0.0,533.0,1980.0,GasA,Ex,Y,SBrkr,1980,0,0,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2004.0,Fin,3.0,770.0,TA,TA,Y,194,45,0,0,0,0,,,,0,9,2006,WD ,Normal,"4205 WEMBLEY AVE, Ames, USA",42.06176391836735,-93.65861987755102
757,533208040,1241,199900,120,FV,35.0,4274,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,1106.0,Unf,0.0,135.0,1241.0,GasA,Ex,Y,SBrkr,1241,0,0,1.0,0.0,1,1,1,1,Gd,4,Typ,0,,Attchd,2007.0,Fin,2.0,569.0,TA,TA,Y,0,116,0,0,0,0,,,,0,11,2007,New,Partial,"2810 NORTHRIDGE LN, Ames, USA",42.04769896383669,-93.6466556166478
758,534128090,1610,185000,20,RL,108.0,11358,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1972,1987,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,346.0,Unf,0.0,778.0,1124.0,GasA,TA,Y,SBrkr,1610,0,0,0.0,0.0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1972.0,RFn,2.0,515.0,TA,TA,Y,202,0,0,0,256,0,,,,0,5,2007,WD ,Normal,"2703 PIERCE AVE, Ames, USA",42.04772546508857,-93.63152308199788
759,908103260,1033,165000,85,RL,64.0,12102,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,456.0,Unf,0.0,0.0,456.0,GasA,Ex,Y,SBrkr,1033,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,0,,BuiltIn,1976.0,RFn,2.0,504.0,Fa,TA,Y,224,0,0,0,0,0,,,,0,4,2008,WD ,Family,"4117 APLIN RD, Ames, USA",42.02000289795919,-93.67364530612244
760,903231180,1322,132000,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1939,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,48.0,Unf,0.0,624.0,672.0,GasA,Ex,Y,SBrkr,899,423,0,1.0,0.0,1,0,4,1,TA,7,Typ,0,,Detchd,1939.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,7,2007,WD ,Normal,"1018 CURTISS AVE, Ames, USA",42.031539081816845,-93.62450668469695
761,533206050,1391,196000,120,FV,59.0,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16.0,Unf,0.0,1375.0,1391.0,GasA,Ex,Y,SBrkr,1391,0,0,0.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,2004.0,RFn,2.0,530.0,TA,TA,Y,156,158,0,0,0,0,,,,0,7,2008,WD ,Normal,"2813 BRISTOL DR, Ames, USA",42.04748696849148,-93.64765887536495
762,535403280,1306,153000,20,RL,64.0,8712,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860.0,Unf,0.0,132.0,992.0,GasA,TA,Y,SBrkr,1306,0,0,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Detchd,1968.0,Unf,1.0,756.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD ,Normal,"1640 CARROLL AVE, Ames, USA",42.039218,-93.609681
763,907192030,1660,195000,60,RL,68.0,8935,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,831.0,GasA,Ex,Y,SBrkr,831,829,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,,Attchd,2002.0,RFn,2.0,493.0,TA,TA,Y,144,68,0,0,0,0,,,,0,7,2009,WD ,Normal,"5313 CLEMENS BLVD, Ames, USA",42.01683112623088,-93.68964000369684
764,914465060,1689,271000,20,RL,,13265,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218.0,Unf,0.0,350.0,1568.0,GasA,Ex,Y,SBrkr,1689,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3.0,857.0,TA,TA,Y,150,59,0,0,0,0,,,,0,7,2008,WD ,Normal,"305 TOPAZ CT, Ames, USA",41.99713146754121,-93.6072490569355
765,903228120,904,119000,45,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Gd,Y,SBrkr,904,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1926.0,Unf,1.0,180.0,TA,TA,Y,0,0,105,0,0,0,,,,0,1,2009,WD ,Normal,"1214 ROOSEVELT AVE, Ames, USA",42.03356314285715,-93.62241285714283
766,903229040,1118,119900,190,RM,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507.0,Unf,0.0,286.0,793.0,GasA,TA,Y,SBrkr,793,325,0,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2.0,410.0,TA,TA,Y,0,0,0,0,271,0,,MnPrv,,0,5,2006,WD ,Normal,"1209 GRAND AVE, Ames, USA",42.03347219306265,-93.62047117158788
767,535101120,1584,124000,90,RL,65.0,8944,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,GasA,TA,Y,SBrkr,1584,0,0,0.0,0.0,2,0,4,2,TA,8,Mod,0,,Detchd,1967.0,Unf,3.0,792.0,TA,TA,Y,0,152,0,0,0,0,,,,0,4,2009,WD ,Normal,"2718 LUTHER DR, Ames, USA",42.04832516560455,-93.6198595345658
768,527180040,1341,171500,20,RL,85.0,10176,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,637.0,Unf,0.0,663.0,1300.0,GasA,Gd,Y,SBrkr,1341,0,0,1.0,0.0,1,1,2,1,Gd,5,Typ,1,Po,Attchd,1990.0,Unf,2.0,506.0,TA,TA,Y,192,0,0,0,0,0,,,,0,2,2010,WD ,Normal,"3629 FLETCHER BLVD, Ames, USA",42.057391,-93.634738
769,902110080,1389,135000,60,RM,60.0,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,651.0,651.0,GasA,Gd,Y,SBrkr,707,682,0,0.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1.0,240.0,TA,TA,P,0,0,126,0,0,0,,,,0,9,2009,WD ,Normal,"509 9TH ST, Ames, USA",42.03028234502641,-93.61727963334768
770,902405120,1480,119000,50,RM,60.0,5400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,972.0,972.0,GasA,Ex,Y,SBrkr,1044,0,436,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1920.0,Unf,1.0,207.0,Fa,TA,Y,0,0,176,0,0,0,,,,0,9,2009,ConLI,Family,"618 CARROLL AVE, Ames, USA",42.039218,-93.609681
771,924100070,1389,170000,20,RL,77.0,10010,Pave,,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1071.0,LwQ,123.0,195.0,1389.0,GasA,Gd,Y,SBrkr,1389,0,0,1.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2.0,418.0,TA,TA,Y,240,38,0,0,0,0,,,,0,4,2006,WD ,Normal,"3508 JEWEL DR, Ames, USA",41.99121668853178,-93.60002553480204
772,903454020,819,72000,30,RM,50.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,610.0,610.0,GasA,Ex,N,FuseA,819,0,0,0.0,0.0,1,0,2,1,Gd,4,Typ,0,,,,,0.0,0.0,,,N,0,0,0,0,0,0,,,,0,9,2006,WD ,Abnorml,"1214 N 3RD ST, Ames, USA",42.02510471428571,-93.62715557142856
773,527110120,1600,169000,60,RL,57.0,8773,Pave,,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,916.0,916.0,GasA,Gd,Y,SBrkr,916,684,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,460.0,TA,TA,Y,100,38,0,0,0,0,,,,0,8,2007,WD ,Normal,"2036 WYNGATE DR, Ames, USA",42.0607983,-93.6364315
774,902136110,1080,95000,50,RM,44.0,5914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684,396,0,0.0,0.0,1,0,3,1,Gd,5,Typ,0,,,,,0.0,0.0,,,N,0,165,30,0,0,0,,,,0,9,2008,WD ,Normal,"111 9TH ST, Ames, USA",42.03024178915276,-93.6108383261398
775,907130060,1200,177500,20,RL,105.0,11249,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334.0,BLQ,544.0,322.0,1200.0,GasA,Ex,Y,SBrkr,1200,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1995.0,RFn,2.0,521.0,TA,TA,Y,0,26,0,0,0,0,,,,0,8,2007,WD ,Normal,"5250 SCHUBERT ST, Ames, USA",42.02120044753399,-93.68889377734922
776,526350040,896,105000,20,RH,80.0,11622,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,LwQ,144.0,270.0,882.0,GasA,TA,Y,SBrkr,896,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1961.0,Unf,1.0,730.0,TA,TA,Y,140,0,0,0,120,0,,MnPrv,,0,6,2010,WD ,Normal,"3109 GROVE AVE, Ames, USA",42.052806,-93.619783
777,535352090,793,113000,30,RL,80.0,8480,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,700.0,Unf,0.0,93.0,793.0,GasA,TA,Y,SBrkr,793,0,0,1.0,0.0,1,0,2,1,Fa,4,Typ,0,,Detchd,1945.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD ,Normal,"425 15TH ST, Ames, USA",42.037115346938776,-93.61603242857144
778,907295100,1838,185000,90,RM,83.0,10126,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1593.0,LwQ,162.0,83.0,1838.0,GasA,Ex,Y,SBrkr,1838,0,0,2.0,0.0,2,0,2,2,TA,8,Typ,0,,Attchd,1998.0,Unf,3.0,721.0,TA,TA,Y,160,67,0,0,0,0,,,,0,7,2008,WD ,Abnorml,"4551 TWAIN CIR, Ames, USA",42.01627236360775,-93.6804398781678
779,528431060,1563,245000,20,RL,78.0,10206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33.0,Unf,0.0,1530.0,1563.0,GasA,Ex,Y,SBrkr,1563,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3.0,758.0,TA,TA,Y,144,99,0,0,0,0,,,,0,10,2008,WD ,Normal,"2515 DALTON ST, Ames, USA",42.05431157972937,-93.64253480339607
