PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,Age,RemodAge,TotalSF,Remodeled,TotalPorchSF,TotalBath,MSSubClass_cat,Street_type,Street_10_Quantiles,Street_20_Quantiles,Street_30_Quantiles,Street_50_Quantiles,Prop_Addr,Street_name
535453070,1246,154000,20,RL,75.0,7500,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,906.0,0.0,1246.0,GasA,Ex,Y,SBrkr,1246,0,1.0,0.0,1,1,3,1,Gd,6,Typ,0,No_Fireplace,Attchd,1959.0,RFn,1.0,305.0,TA,TA,Y,218,0,0,0,No_Pool,GdPrv,5,2010,WD ,Normal,51,16,2492.0,1,0,2.5,subclass20,AVE,group_4,group_8,group_12,group_20,"1429 GLENDALE AVE, AMES, USA",GLENDALE_AVE
534252110,1422,139300,20,RL,0.0,12342,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,978.0,978.0,GasA,TA,Y,SBrkr,1422,0,0.0,0.0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1960.0,RFn,1.0,286.0,TA,TA,Y,0,0,36,0,No_Pool,GdWo,8,2007,WD ,Normal,47,29,2400.0,1,36,1.0,subclass20,DR,group_4,group_8,group_11,group_19,"2115 HUNZIKER DR, AMES, USA",HUNZIKER_DR
535327230,1764,100000,20,RL,71.0,8838,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1957,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,No_Bsmt,No_Bsmt,No_Bsmt,No_Bsmt,0.0,No_Bsmt,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1764,0,0.0,0.0,2,1,4,1,TA,7,Maj2,1,TA,Attchd,1957.0,Fin,1.0,301.0,TA,TA,Y,0,72,0,0,No_Pool,No_Fence,10,2008,WD ,Normal,51,26,1764.0,1,72,2.5,subclass20,AVE,group_3,group_6,group_8,group_13,"1714 DOUGLAS AVE, AMES, USA",DOUGLAS_AVE
905425125,2358,240000,50,RL,75.0,45600,Pave,No_Alley,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,907.0,907.0,GasA,TA,Y,SBrkr,1307,1051,0.0,0.0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2.0,360.0,Fa,TA,Y,486,40,0,175,No_Pool,No_Fence,9,2008,WD ,Normal,100,11,3265.0,1,215,3.0,subclass50,ST,group_7,group_14,group_20,group_34,"3421 OAKLAND ST, AMES, USA",OAKLAND_ST
908103280,1127,135000,20,RL,65.0,6500,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,Ex,No,BLQ,1033.0,Unf,0.0,94.0,1127.0,GasA,TA,Y,SBrkr,1127,0,0.0,1.0,1,1,3,1,TA,6,Typ,1,Po,Detchd,1991.0,Unf,2.0,480.0,TA,TA,Y,0,0,138,0,No_Pool,No_Fence,5,2008,WD ,Normal,32,32,2254.0,0,138,2.0,subclass20,RD,group_3,group_6,group_8,group_14,"4125 APLIN RD, AMES, USA",APLIN_RD
528221060,1484,174000,60,RL,149.0,12589,Pave,No_Alley,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,742.0,742.0,GasA,Ex,Y,SBrkr,742,742,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,390.0,TA,TA,Y,36,24,0,0,No_Pool,No_Fence,6,2009,WD ,Normal,4,4,2226.0,0,24,2.5,subclass60,AVE,group_6,group_12,group_17,group_28,"4110 CRESTMOOR AVE, AMES, USA",CRESTMOOR_AVE
921128020,2018,378500,20,RL,89.0,13214,Pave,No_Alley,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,2002.0,2002.0,GasA,Ex,Y,SBrkr,2018,0,0.0,0.0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3.0,746.0,TA,TA,Y,144,76,0,0,No_Pool,No_Fence,5,2010,WD ,Normal,2,1,4020.0,1,76,2.0,subclass20,RD,group_10,group_20,group_29,group_49,"2716 COTTONWOOD RD, AMES, USA",COTTONWOOD_RD
528174040,1362,207000,120,RL,41.0,6289,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,762.0,Unf,0.0,600.0,1362.0,GasA,Ex,Y,SBrkr,1362,0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,460.0,TA,TA,Y,192,28,0,0,No_Pool,No_Fence,6,2007,WD ,Normal,2,1,2724.0,1,28,3.0,subclass120,RD,group_9,group_18,group_26,group_43,"2914 HARRISON RD, AMES, USA",HARRISON_RD
909256010,1465,131000,50,RL,84.0,10164,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1939,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Av,LwQ,646.0,Unf,0.0,346.0,992.0,GasA,Fa,Y,SBrkr,992,473,0.0,0.0,2,0,3,1,TA,6,Typ,2,TA,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0,126,0,0,No_Pool,No_Fence,7,2006,WD ,Normal,67,56,2457.0,1,126,2.0,subclass50,AVE,group_3,group_5,group_7,group_12,"714 STANTON AVE, AMES, USA",STANTON_AVE
533212060,1236,152000,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,376.0,Unf,0.0,224.0,600.0,GasA,Ex,Y,SBrkr,600,636,1.0,0.0,2,1,2,1,Gd,4,Typ,0,No_Fireplace,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,No_Pool,No_Fence,5,2010,WD ,Normal,5,5,1836.0,0,166,3.5,subclass160,RD,group_5,group_9,group_13,group_21,"2621 STANGE RD, AMES, USA",STANGE_RD
908204180,1152,61500,90,RL,74.0,6882,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1955,1955,Gable,CompShg,AsbShng,Plywood,BrkCmn,128.0,TA,TA,PConc,No_Bsmt,No_Bsmt,No_Bsmt,No_Bsmt,0.0,No_Bsmt,0.0,0.0,0.0,GasA,TA,N,SBrkr,1152,0,0.0,0.0,2,0,2,2,Fa,6,Typ,0,No_Fireplace,No_Garage,-1.0,No_Garage,0.0,0.0,No_Garage,No_Garage,N,0,0,0,0,No_Pool,No_Fence,9,2007,WD ,Normal,52,52,1152.0,0,0,2.0,subclass90,ST,group_1,group_1,group_2,group_2,"3412 TRIPP ST, AMES, USA",TRIPP_ST
533223100,1080,147110,160,FV,0.0,2403,Pave,No_Alley,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,244.0,Unf,0.0,286.0,530.0,GasA,Ex,Y,SBrkr,530,550,0.0,0.0,2,1,2,1,Gd,4,Typ,0,No_Fireplace,Attchd,2003.0,RFn,2.0,496.0,TA,TA,Y,0,50,0,0,No_Pool,No_Fence,6,2010,WD ,Normal,7,7,1610.0,0,50,2.5,subclass160,AVE,group_5,group_9,group_14,group_23,"2412 EATON AVE, AMES, USA",EATON_AVE
909176180,1551,137000,50,RL,60.0,10890,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,930.0,Unf,0.0,128.0,1058.0,GasA,TA,Y,SBrkr,1058,493,1.0,0.0,2,0,3,1,Fa,6,Typ,0,No_Fireplace,Detchd,1938.0,Unf,1.0,240.0,Fa,TA,Y,0,0,0,0,No_Pool,MnPrv,7,2006,WD ,Normal,68,56,2609.0,1,0,3.0,subclass50,AVE,group_4,group_7,group_11,group_17,"422 HAYWARD AVE, AMES, USA",HAYWARD_AVE
903475040,1382,128500,50,RM,0.0,12358,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,Unf,0.0,360.0,720.0,GasA,TA,Y,SBrkr,854,0,0.0,0.0,1,1,2,1,TA,7,Typ,0,No_Fireplace,Detchd,1991.0,Unf,2.0,660.0,TA,TA,Y,237,0,0,0,No_Pool,No_Fence,5,2007,WD ,Normal,66,57,2102.0,1,0,1.5,subclass50,ST,group_2,group_4,group_6,group_10,"914 6TH ST, AMES, USA",6TH_ST
535426195,1600,207500,20,RL,47.0,16321,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277.0,Unf,0.0,207.0,1484.0,GasA,TA,Y,SBrkr,1600,0,1.0,0.0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1.0,319.0,TA,TA,Y,288,258,0,0,No_Pool,No_Fence,12,2006,WD ,Normal,49,9,3084.0,1,258,2.0,subclass20,CIR,group_6,group_12,group_18,group_29,"1630 CRESTWOOD CIR, AMES, USA",CRESTWOOD_CIR
905103040,1683,172500,60,RL,70.0,11184,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226.0,Rec,500.0,192.0,918.0,GasA,Gd,Y,SBrkr,918,765,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,RFn,2.0,440.0,TA,TA,Y,243,0,0,0,No_Pool,No_Fence,7,2009,WD ,Normal,31,31,2601.0,0,0,2.5,subclass60,RD,group_5,group_10,group_15,group_24,"3913 ROSS RD, AMES, USA",ROSS_RD
528110100,2643,380000,60,RL,105.0,13693,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,2153.0,2153.0,GasA,Ex,Y,SBrkr,2069,574,0.0,0.0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,694.0,TA,TA,Y,414,84,0,0,No_Pool,No_Fence,3,2007,WD ,Normal,1,1,4796.0,0,84,2.5,subclass60,ST,group_10,group_20,group_30,group_49,"3313 STOCKBURY ST, AMES, USA",STOCKBURY_ST
534431030,1043,137000,20,RL,68.0,9724,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1947,1950,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,Ex,Y,SBrkr,1043,0,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1947.0,Unf,1.0,273.0,TA,TA,Y,125,48,0,0,No_Pool,GdWo,5,2006,WD ,Normal,59,56,1981.0,1,48,1.0,subclass20,DR,group_4,group_7,group_11,group_18,"806 MURRAY DR, AMES, USA",MURRAY_DR
905300010,810,130000,85,RL,72.0,10820,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,7,1971,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,PConc,Gd,TA,Av,GLQ,535.0,Rec,159.0,88.0,782.0,GasA,Ex,Y,SBrkr,810,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,No_Fireplace,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,No_Pool,MnPrv,6,2006,WD ,Normal,35,34,1592.0,1,0,2.0,subclass85,ST,group_7,group_14,group_20,group_33,"4418 PHOENIX ST, AMES, USA",PHOENIX_ST
914474070,1961,215000,60,RL,71.0,12209,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690.0,Unf,0.0,114.0,804.0,GasA,Ex,Y,SBrkr,804,1157,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2.0,560.0,TA,TA,Y,125,192,0,0,No_Pool,No_Fence,6,2009,WD ,Normal,8,7,2765.0,1,192,3.5,subclass60,CIR,group_8,group_15,group_22,group_36,"3012 SAPPHIRE CIR, AMES, USA",SAPPHIRE_CIR
534428100,1118,153000,20,RL,0.0,11332,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,528.0,Unf,0.0,590.0,1118.0,GasA,Ex,Y,SBrkr,1118,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,No_Fireplace,Attchd,1960.0,RFn,1.0,264.0,TA,TA,Y,290,0,0,0,No_Pool,MnPrv,8,2008,WD ,Normal,48,8,2236.0,1,0,2.0,subclass20,DR,group_5,group_9,group_13,group_21,"821 NARLAND DR, AMES, USA",NARLAND_DR
533350050,1842,385000,20,RL,68.0,50271,Pave,No_Alley,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,Unf,0.0,32.0,1842.0,GasA,Gd,Y,SBrkr,1842,0,2.0,0.0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3.0,894.0,TA,TA,Y,857,72,0,0,No_Pool,No_Fence,11,2006,WD ,Normal,25,19,3684.0,1,72,2.5,subclass20,RD,group_10,group_19,group_28,group_47,"3110 KINGMAN RD, AMES, USA",KINGMAN_RD
908188130,1709,130000,160,RM,24.0,2522,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,No_Fireplace,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,No_Pool,No_Fence,4,2006,WD ,Normal,2,0,2679.0,1,40,2.0,subclass160,DR,group_5,group_9,group_13,group_22,"3830 MARIGOLD DR, AMES, USA",MARIGOLD_DR
534453150,1252,127000,50,RL,92.0,7438,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Gd,Y,SBrkr,936,316,0.0,0.0,1,0,3,1,TA,5,Typ,0,No_Fireplace,Attchd,1986.0,Unf,2.0,576.0,TA,TA,Y,104,0,0,0,No_Pool,MnPrv,6,2006,WD ,Normal,98,15,1756.0,1,0,1.0,subclass50,AVE,group_3,group_5,group_8,group_13,"1402 RIDGEWOOD AVE, AMES, USA",RIDGEWOOD_AVE
528458120,1959,270000,60,FV,75.0,9000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1088.0,1088.0,GasA,Ex,Y,SBrkr,1088,871,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3.0,1025.0,TA,TA,Y,208,46,0,0,No_Pool,No_Fence,12,2007,WD ,Normal,1,1,3047.0,0,46,2.5,subclass60,DR,group_9,group_17,group_26,group_42,"2719 CAMBRIDGE DR, AMES, USA",CAMBRIDGE_DR
535179050,1092,141000,20,RL,69.0,14850,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,895.0,Unf,0.0,197.0,1092.0,GasA,TA,Y,FuseA,1092,0,1.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1957.0,Fin,1.0,299.0,TA,TA,Y,268,0,0,122,No_Pool,MnWw,5,2006,WD ,Normal,49,49,2184.0,0,122,2.0,subclass20,ST,group_5,group_9,group_14,group_23,"208 22ND ST, AMES, USA",22ND_ST
527302185,2064,235000,20,RL,56.0,18559,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Plywood,Plywood,BrkFace,383.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,1206.0,Rec,186.0,656.0,2048.0,GasA,TA,Y,SBrkr,2064,0,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Fa,Attchd,1978.0,Fin,2.0,550.0,TA,TA,Y,200,0,0,0,No_Pool,No_Fence,8,2008,WD ,Normal,30,30,4112.0,0,0,3.0,subclass20,CT,group_8,group_15,group_22,group_36,"3416 CLINTON CT, AMES, USA",CLINTON_CT
534128190,2640,256900,60,RL,80.0,10400,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,256.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,Gd,Y,SBrkr,1271,1369,0.0,0.0,2,1,5,1,Gd,8,Typ,1,TA,Attchd,1967.0,RFn,2.0,515.0,TA,TA,Y,0,120,0,168,No_Pool,No_Fence,5,2009,WD ,Normal,42,12,3572.0,1,288,2.5,subclass60,AVE,group_8,group_16,group_24,group_39,"2531 PIERCE AVE, AMES, USA",PIERCE_AVE
528180110,1866,336860,120,RL,58.0,10110,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,492.0,Ex,TA,PConc,Gd,TA,No,GLQ,372.0,Unf,0.0,1486.0,1858.0,GasA,Ex,Y,SBrkr,1866,0,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,870.0,TA,TA,Y,0,48,0,0,No_Pool,No_Fence,11,2008,New,Partial,0,0,3724.0,0,48,3.0,subclass120,DR,group_9,group_18,group_27,group_45,"3015 BURNHAM DR, AMES, USA",BURNHAM_DR
916176125,2036,375000,20,RL,150.0,215245,Pave,No_Alley,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236.0,Rec,820.0,80.0,2136.0,GasW,TA,Y,SBrkr,2036,0,2.0,0.0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1965.0,RFn,2.0,513.0,TA,TA,Y,0,0,0,0,No_Pool,No_Fence,6,2009,WD ,Normal,44,44,4172.0,0,0,4.0,subclass20,RD,group_9,group_17,group_26,group_43,"2227 TIMBERLAND RD, AMES, USA",TIMBERLAND_RD
903454090,1375,141000,50,RM,50.0,9000,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,780,595,0.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1979.0,Unf,1.0,544.0,TA,TA,P,0,162,0,126,No_Pool,No_Fence,12,2007,WD ,Normal,70,57,2155.0,1,288,1.5,subclass50,ST,group_2,group_4,group_6,group_9,"1211 N 2ND ST, AMES, USA",N_2ND_ST
535457010,1116,160000,20,RL,87.0,10000,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1116.0,1116.0,GasA,TA,Y,SBrkr,1116,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,No_Fireplace,Attchd,1962.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,385,No_Pool,No_Fence,2,2010,WD ,Normal,48,48,2232.0,0,385,1.5,subclass20,AVE,group_4,group_8,group_12,group_20,"1321 GLENDALE AVE, AMES, USA",GLENDALE_AVE
528462040,1428,182000,20,FV,95.0,11639,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1428.0,1428.0,GasA,Ex,Y,SBrkr,1428,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,No_Fireplace,Attchd,2007.0,Fin,2.0,480.0,TA,TA,Y,0,120,0,0,No_Pool,No_Fence,12,2008,New,Partial,1,0,2856.0,1,120,2.0,subclass20,DR,group_6,group_12,group_17,group_29,"2806 YORK DR, AMES, USA",YORK_DR
909428120,2259,217000,20,RL,0.0,21000,Pave,No_Alley,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35.0,Rec,869.0,905.0,1809.0,GasA,TA,Y,SBrkr,2259,0,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Basment,1953.0,Unf,2.0,450.0,TA,TA,Y,166,120,192,0,No_Pool,MnPrv,10,2007,COD,Abnorml,54,54,4068.0,0,312,3.0,subclass20,CIR,group_8,group_15,group_23,group_37,"2003 GREENBRIAR CIR, AMES, USA",GREENBRIAR_CIR
916460060,1675,195000,20,RL,0.0,7915,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1999,2000,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1223.0,Unf,0.0,443.0,1666.0,GasA,Ex,Y,SBrkr,1675,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No_Fireplace,Attchd,1999.0,RFn,2.0,435.0,TA,TA,Y,165,52,0,0,No_Pool,No_Fence,12,2008,WD ,Normal,9,8,3341.0,1,52,3.0,subclass20,DR,group_7,group_13,group_19,group_32,"2902 WHITE OAK DR, AMES, USA",WHITE_OAK_DR
528431050,1636,255000,20,RL,116.0,13501,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,63.0,Unf,0.0,1560.0,1623.0,GasA,Ex,Y,SBrkr,1636,0,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3.0,865.0,TA,TA,Y,0,60,0,0,No_Pool,No_Fence,6,2007,WD ,Normal,1,1,3259.0,0,60,3.0,subclass20,ST,group_9,group_18,group_26,group_44,"2507 DALTON ST, AMES, USA",DALTON_ST
527110020,1474,167800,80,RL,0.0,8530,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Gd,Y,SBrkr,804,670,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,400.0,TA,TA,Y,120,72,0,0,No_Pool,No_Fence,5,2009,WD ,Normal,14,13,1858.0,1,72,2.5,subclass80,DR,group_6,group_11,group_17,group_27,"1909 WYNGATE DR, AMES, USA",WYNGATE_DR
