PID,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,Fence,MoSold,YrSold,SaleType,SaleCondition,Age,RemodAge,TotalSF,Remodeled,TotalBath,MSSubClass_cat,Street_type,Neighborhood_st,TotalOutdoorSF
909425060,174500,70,RL,75.0,12000,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,CBlock,3,3,1,275.0,0.0,429.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,1,7,Typ,1,Attchd,1,1.0,3,Y,0,7,2009,WD ,Normal,68,59,2268.0,1,1.5,subclass70,DR,Crawfor_GASKILL_DR,0
902332030,133900,190,C (all),60.0,7200,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,BrkTil,3,2,2,1046.0,0.0,168.0,GasW,4,N,SBrkr,0.0,1.0,0,4,2,2,9,Typ,1,Detchd,1,2.0,3,Y,0,11,2007,WD ,Normal,97,9,3505.0,1,2.5,subclass190,AVE,OldTown_DOUGLAS_AVE,99
528188060,173000,160,RL,36.0,2268,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,2,PConc,4,3,1,567.0,0.0,197.0,GasA,4,Y,SBrkr,0.0,0.0,0,2,1,3,6,Typ,0,BuiltIn,2,2.0,3,Y,0,7,2009,WD ,Normal,6,5,2390.0,1,2.0,subclass160,DR,NridgHt_ASHTON_DR,27
527105140,225000,60,RL,0.0,12394,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,3,0.0,0.0,847.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,7,Typ,1,BuiltIn,3,2.0,3,Y,0,10,2007,WD ,Family,4,4,2580.0,0,2.5,subclass60,AVE,Gilbert_HYDE_AVE,148
535477150,109500,20,RL,60.0,6600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,CBlock,3,3,1,0.0,0.0,894.0,GasA,3,N,SBrkr,0.0,0.0,0,2,1,2,5,Typ,0,Detchd,1,1.0,3,Y,0,8,2009,WD ,Normal,47,47,1788.0,0,1.0,subclass20,AVE,NAmes_MEADOWLANE_AVE,0
535327210,158600,20,RL,70.0,13300,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,VinylSd,None,0.0,2,CBlock,3,3,1,494.0,0.0,521.0,GasA,3,Y,SBrkr,1.0,0.0,0,2,1,2,6,Min1,0,Attchd,1,2.0,3,Y,0,6,2006,WD ,Normal,50,5,2399.0,1,2.0,subclass20,AVE,NAmes_DOUGLAS_AVE,398
533213070,179400,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,2,PConc,4,3,1,549.0,0.0,195.0,GasA,3,Y,SBrkr,0.0,0.0,1,3,1,2,6,Typ,0,Detchd,1,2.0,3,Y,0,8,2008,WD ,Normal,9,9,2245.0,0,2.5,subclass160,DR,Somerst_BRISTOL_DR,0
904100100,219000,70,RL,107.0,12888,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,3,1,288.0,0.0,717.0,GasA,2,Y,SBrkr,1.0,0.0,1,3,1,2,7,Typ,2,Attchd,3,2.0,3,Y,0,4,2007,WD ,Normal,70,27,3272.0,1,2.5,subclass70,AVE,Sawyer_HYLAND_AVE,521
528188120,175500,160,RL,36.0,2628,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,2,PConc,4,3,1,0.0,0.0,764.0,GasA,4,Y,SBrkr,0.0,0.0,1,2,1,3,6,Typ,0,BuiltIn,2,2.0,3,Y,0,6,2010,WD ,Normal,7,7,2390.0,0,2.5,subclass160,AVE,NridgHt_CHILTON_AVE,27
528480180,261329,20,FV,84.0,10440,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,PConc,4,3,2,0.0,0.0,1574.0,GasA,4,Y,SBrkr,0.0,0.0,0,2,1,4,6,Typ,1,Attchd,3,2.0,3,Y,0,5,2007,New,Partial,0,0,3158.0,0,2.0,subclass20,DR,Somerst_CLAYTON_DR,256
528114040,383000,20,RL,104.0,14418,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,480.0,2,PConc,5,3,3,1375.0,0.0,575.0,GasA,4,Y,SBrkr,1.0,0.0,0,2,1,4,7,Typ,1,Attchd,3,3.0,3,Y,0,5,2008,WD ,Normal,1,1,3900.0,0,3.0,subclass20,DR,NridgHt_WESTON_DR,363
528235020,179000,60,RL,80.0,9024,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,1,0.0,0.0,789.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,8,Typ,1,Attchd,3,2.0,3,Y,0,7,2008,WD ,Normal,4,4,2304.0,0,2.5,subclass60,AVE,Gilbert_BRICKMAN_AVE,75
908275110,103500,20,RL,70.0,11767,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,2,CBlock,3,3,1,546.0,0.0,604.0,GasA,4,Y,SBrkr,0.0,0.0,0,2,1,2,7,Min1,1,Attchd,1,1.0,3,Y,0,5,2009,WD ,Normal,53,53,2710.0,0,1.0,subclass20,AVE,Edwards_S_FRANKLIN_AVE,0
905103140,164500,80,RL,96.0,11777,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,2,CBlock,3,3,4,328.0,551.0,285.0,GasA,4,Y,SBrkr,1.0,0.0,0,3,1,2,6,Typ,2,Attchd,2,2.0,3,Y,0,5,2006,WD ,Abnorml,40,40,2484.0,0,2.0,subclass80,RD,Sawyer_ROSS_RD,468
902402260,55000,70,RM,60.0,11340,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,1,Gable,CompShg,AsbShng,AsbShng,None,0.0,1,BrkTil,2,2,1,0.0,0.0,723.0,GasA,2,N,SBrkr,0.0,0.0,0,2,1,2,5,Maj1,0,Detchd,1,2.0,2,N,0,11,2008,ConLD,Normal,88,58,1809.0,1,1.0,subclass70,AVE,OldTown_CARROLL_AVE,168
528235200,170000,80,RL,59.0,9434,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,PConc,4,3,2,0.0,0.0,384.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,6,Typ,1,BuiltIn,3,2.0,3,Y,0,8,2009,WD ,Normal,5,4,1758.0,1,2.5,subclass80,DR,Gilbert_WELBECK_DR,100
528181060,209500,120,RL,34.0,4590,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,2,PConc,4,4,2,24.0,0.0,1530.0,GasA,4,Y,SBrkr,0.0,0.0,0,2,1,3,6,Typ,1,Attchd,2,2.0,3,Y,0,8,2007,WD ,Normal,1,1,3108.0,0,2.0,subclass120,DR,NridgHt_ROXBORO_DR,229
923275200,124500,20,RL,76.0,8314,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,ImStucc,None,0.0,2,CBlock,3,3,3,546.0,0.0,270.0,GasA,2,Y,SBrkr,0.0,0.0,0,2,1,2,5,Typ,0,Attchd,1,1.0,3,Y,0,6,2007,WD ,Normal,25,25,1632.0,0,1.0,subclass20,AVE,Mitchel_MINNETONKA_AVE,168
903451110,139400,45,RM,57.0,7449,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,PConc,3,3,1,0.0,0.0,637.0,GasA,4,Y,FuseF,0.0,0.0,0,3,1,3,6,Typ,1,Attchd,1,1.0,3,N,4,6,2007,WD ,Normal,77,57,1745.0,1,1.0,subclass45,AVE,IDOTRR_N_RUSSELL_AVE,205
528181040,202665,120,RL,40.0,6792,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,2,PConc,4,3,1,0.0,0.0,1368.0,GasA,4,Y,SBrkr,0.0,0.0,0,2,1,3,6,Typ,1,Attchd,2,2.0,3,Y,0,3,2006,New,Partial,1,0,2736.0,1,2.0,subclass120,DR,NridgHt_ROXBORO_DR,167
908102110,155891,20,RL,68.0,8842,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,2,3,1,0.0,0.0,381.0,GasA,4,Y,SBrkr,0.0,0.0,0,3,1,2,6,Typ,0,Detchd,1,1.0,3,Y,3,1,2010,Oth,Abnorml,56,56,1373.0,0,1.0,subclass20,DR,Edwards_TODD_DR,116
533217050,160000,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,2,PConc,4,3,1,510.0,0.0,90.0,GasA,4,Y,SBrkr,1.0,0.0,1,2,1,3,4,Typ,0,Detchd,1,2.0,3,Y,0,3,2008,WD ,Normal,9,8,1852.0,1,3.5,subclass160,DR,Somerst_BRISTOL_DR,48
533350090,150000,60,RL,0.0,24572,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,2Story,9,3,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,1050.0,3,CBlock,4,3,1,410.0,0.0,584.0,GasA,2,Y,SBrkr,0.0,0.0,2,3,1,3,9,Typ,1,Attchd,2,3.0,3,Y,0,6,2008,WD ,Family,31,31,3938.0,0,3.0,subclass60,DR,Veenker_AMHERST_DR,226
528445070,221300,60,RL,75.0,8778,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,1,0.0,0.0,1302.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,7,Typ,0,BuiltIn,2,3.0,3,Y,0,3,2007,WD ,Normal,1,1,3132.0,0,2.5,subclass60,ST,Somerst_YORKSHIRE_ST,40
527212040,361919,60,RL,82.0,12438,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,2,PConc,5,4,1,0.0,0.0,1234.0,GasA,4,Y,SBrkr,0.0,0.0,1,4,1,4,10,Typ,1,BuiltIn,3,3.0,3,Y,0,7,2006,New,Partial,0,0,3810.0,0,2.5,subclass60,DR,StoneBr_EDGEWATER_DR,424
907200270,134900,20,RL,45.0,8982,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,CBlock,4,3,4,539.0,0.0,501.0,GasA,2,Y,SBrkr,0.0,0.0,1,3,1,2,5,Typ,0,Detchd,1,2.0,3,Y,3,1,2007,WD ,Normal,30,30,2080.0,0,1.5,subclass20,CT,CollgCr_SANDBURG_CT,0
908201040,118000,20,RL,50.0,9405,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,CBlock,3,3,1,0.0,0.0,698.0,GasA,4,Y,SBrkr,0.0,1.0,0,2,1,2,4,Typ,0,No_Garage,0,0.0,0,Y,0,6,2009,WD ,Normal,62,1,1396.0,1,1.5,subclass20,AVE,Edwards_S_FRANKLIN_AVE,200
907410100,195800,60,RL,70.0,8400,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,4,0.0,0.0,784.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,6,Typ,0,Attchd,2,2.0,3,Y,0,3,2006,WD ,Normal,1,1,2395.0,0,2.5,subclass60,AVE,CollgCr_POE_AVE,180
903481120,135000,50,RM,60.0,5160,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,BrkTil,3,3,1,0.0,0.0,1204.0,GasA,2,Y,FuseA,0.0,0.0,0,3,1,2,4,Typ,0,Detchd,1,1.0,2,Y,0,8,2009,WD ,Normal,82,59,2870.0,1,1.0,subclass50,ST,IDOTRR_N_2ND_ST,148
535453180,152000,20,RL,70.0,7903,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,CBlock,3,3,1,739.0,0.0,503.0,GasA,3,Y,FuseA,1.0,0.0,1,3,1,2,6,Typ,0,Attchd,2,1.0,3,Y,0,5,2007,WD ,Family,47,47,2484.0,0,2.5,subclass20,AVE,NAmes_MAXWELL_AVE,0
907227110,133900,85,RL,60.0,7200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,Gable,CompShg,WdShing,HdBoard,None,0.0,3,CBlock,4,3,4,660.0,0.0,108.0,GasA,3,Y,SBrkr,0.0,1.0,0,2,1,2,5,Typ,0,Detchd,3,1.0,3,Y,3,4,2009,WD ,Normal,37,6,1536.0,1,1.5,subclass85,AVE,CollgCr_ROCKWELL_AVE,192
531453010,152000,20,RL,81.0,9672,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,Plywood,None,0.0,2,PConc,4,3,1,338.0,0.0,702.0,GasA,2,Y,SBrkr,0.0,0.0,0,3,1,2,6,Typ,0,Attchd,1,2.0,3,Y,4,5,2010,WD ,Normal,26,25,2137.0,1,2.0,subclass20,AVE,SawyerW_ILLINOIS_AVE,0
531478010,107000,20,RH,0.0,8900,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,CBlock,3,3,1,1056.0,0.0,0.0,GasA,2,Y,SBrkr,1.0,0.0,0,2,1,2,5,Typ,0,Detchd,1,1.0,3,Y,3,11,2006,WD ,Normal,40,40,2112.0,0,2.0,subclass20,ST,SawyerW_TORONTO_ST,42
535403200,120000,20,RL,60.0,7332,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,WdShing,Wd Shng,BrkFace,207.0,2,CBlock,3,3,1,414.0,0.0,450.0,GasA,4,Y,SBrkr,1.0,0.0,0,2,1,3,4,Typ,0,Attchd,1,1.0,3,Y,0,10,2006,WD ,Abnorml,47,47,1728.0,0,2.0,subclass20,ST,NAmes_E_16TH_ST,168
527254020,372500,20,RL,80.0,11844,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,2,PConc,5,3,2,0.0,0.0,2046.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,7,Typ,1,Attchd,3,3.0,3,Y,0,7,2009,New,Partial,1,1,4092.0,0,2.5,subclass20,ST,StoneBr_ADAMS_ST,404
527366030,220000,60,FV,0.0,7500,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,1,0.0,0.0,1058.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,7,Typ,1,Attchd,3,2.0,3,Y,0,3,2009,WD ,Normal,9,8,2932.0,1,2.5,subclass60,DR,Somerst_SOMERSET_DR,134
535325460,167000,30,RL,118.0,21299,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,Hip,WdShake,BrkFace,BrkFace,None,0.0,2,CBlock,3,3,1,0.0,0.0,929.0,GasA,4,Y,SBrkr,1.0,0.0,1,3,1,2,7,Min1,3,2Types,1,3.0,3,Y,0,12,2006,COD,Abnorml,65,43,2968.0,1,2.5,subclass30,AVE,NAmes_BURNETT_AVE,90
528110040,479069,20,RL,107.0,13891,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,456.0,2,PConc,5,3,3,1812.0,0.0,740.0,GasA,4,Y,SBrkr,1.0,0.0,0,3,1,4,8,Typ,2,Attchd,3,3.0,3,Y,0,10,2007,New,Partial,0,0,5104.0,0,3.0,subclass20,ST,NridgHt_SEDWICK_ST,158
906392090,233555,20,RL,90.0,13377,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,1,1576.0,0.0,260.0,GasA,3,Y,SBrkr,1.0,0.0,0,3,1,3,7,Typ,1,Attchd,2,2.0,3,Y,0,7,2006,New,Partial,0,0,3682.0,0,3.0,subclass20,DR,CollgCr_HARTFORD_DR,32
535452140,118900,20,RL,60.0,7200,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,4,1,630.0,102.0,0.0,GasA,2,Y,SBrkr,1.0,0.0,0,2,1,2,4,Typ,0,Detchd,1,1.0,3,Y,0,9,2009,WD ,Normal,57,57,1464.0,0,2.0,subclass20,AVE,NAmes_STAFFORD_AVE,68
535151160,140000,20,RL,70.0,7763,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,3,1,504.0,108.0,319.0,GasA,2,Y,SBrkr,1.0,0.0,0,3,1,2,6,Typ,0,Detchd,1,2.0,3,Y,0,10,2008,WD ,Normal,46,28,2214.0,1,2.0,subclass20,DR,NAmes_BARR_DR,0
535456050,130000,90,RL,113.0,8513,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,CBlock,3,3,4,0.0,0.0,1800.0,GasA,2,N,SBrkr,0.0,0.0,0,6,2,2,10,Typ,0,No_Garage,0,0.0,0,N,0,11,2008,WD ,Abnorml,47,47,3600.0,0,2.0,subclass90,ST,NAmes_E_13TH_ST,0
903429110,179500,70,RM,68.0,9928,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,3,1,0.0,0.0,672.0,GasA,1,Y,SBrkr,0.0,0.0,0,3,1,2,8,Min2,0,Detchd,1,1.0,3,N,0,6,2009,WD ,Normal,94,15,2616.0,1,2.0,subclass70,AVE,OldTown_HODGE_AVE,52
916455150,282000,20,RL,80.0,11305,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,886.0,2,PConc,4,3,4,1329.0,0.0,593.0,GasA,4,Y,SBrkr,1.0,0.0,0,2,1,3,6,Typ,1,Attchd,3,3.0,3,Y,0,4,2007,WD ,Normal,5,5,3844.0,0,3.0,subclass20,DR,Timber_SUNCREST_DR,265
909425180,217500,20,RL,80.0,12984,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,459.0,2,CBlock,4,3,2,1283.0,147.0,0.0,GasA,4,Y,SBrkr,1.0,0.0,0,3,1,3,7,Typ,1,Attchd,3,2.0,3,Y,0,3,2006,WD ,Normal,29,29,3077.0,0,3.0,subclass20,AVE,Crawfor_ASH_AVE,0
528175050,212500,120,RL,80.0,10307,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,2,PConc,4,3,1,876.0,0.0,474.0,GasA,4,Y,SBrkr,1.0,0.0,0,2,1,3,6,Typ,1,Attchd,2,2.0,3,Y,0,5,2009,WD ,Normal,2,1,2708.0,1,3.0,subclass120,DR,NridgHt_ROXBORO_DR,218
910205010,126000,80,RM,75.0,6000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,Hip,CompShg,HdBoard,Plywood,None,0.0,2,CBlock,4,3,2,257.0,0.0,367.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,2,7,Mod,1,Attchd,1,1.0,3,Y,3,7,2008,WD ,Normal,41,41,2280.0,0,1.5,subclass80,ST,IDOTRR_S_2ND_ST,280
533206020,280750,160,FV,32.0,2880,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,PConc,4,3,1,0.0,0.0,1376.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,9,Mod,1,BuiltIn,3,3.0,3,Y,0,7,2009,WD ,Normal,5,4,4381.0,1,2.5,subclass160,DR,Somerst_BRISTOL_DR,177
902427040,87000,50,RM,52.0,9439,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,CBlock,3,3,1,324.0,0.0,588.0,GasA,3,Y,FuseA,0.0,0.0,0,2,1,2,6,Typ,0,Detchd,1,1.0,2,Y,0,3,2007,WD ,Normal,77,57,2160.0,1,1.0,subclass50,ST,OldTown_E_6TH_ST,192
528427020,244600,20,RL,74.0,9612,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,2,PConc,4,3,1,0.0,0.0,1468.0,GasA,4,Y,SBrkr,0.0,0.0,0,3,1,3,6,Typ,1,Attchd,3,3.0,3,Y,0,12,2009,New,Partial,1,0,2936.0,1,2.0,subclass20,DR,Somerst_CULLEN_DR,360
528458070,215200,60,FV,72.0,8640,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,PConc,4,3,2,24.0,0.0,732.0,GasA,4,Y,SBrkr,0.0,0.0,1,3,1,3,7,Typ,0,Attchd,1,2.0,3,Y,0,6,2010,Con,Normal,1,1,2303.0,0,2.5,subclass60,RD,Somerst_ASPEN_RD,214
903401030,162500,50,RL,60.0,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,BrkTil,3,3,1,0.0,0.0,810.0,GasA,4,Y,SBrkr,0.0,0.0,0,4,1,3,8,Typ,0,Detchd,1,2.0,3,Y,0,3,2008,WD ,Normal,93,4,2526.0,1,2.0,subclass50,AVE,BrkSide_RIDGEWOOD_AVE,195
909275040,138000,70,RL,0.0,9650,Pave,No_Alley,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,3,Hip,CompShg,Wd Sdng,Plywood,None,0.0,2,BrkTil,3,3,1,0.0,0.0,784.0,GasA,2,Y,SBrkr,0.0,0.0,0,4,1,2,7,Typ,1,Attchd,1,2.0,3,Y,0,6,2008,WD ,Normal,85,58,2387.0,1,1.0,subclass70,AVE,Crawfor_PEARSON_AVE,217
527163130,181316,60,RL,0.0,8803,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,PConc,4,3,1,600.0,0.0,107.0,GasA,3,Y,SBrkr,1.0,0.0,1,3,1,3,7,Typ,1,Attchd,3,2.0,3,Y,0,7,2009,WD ,Normal,15,14,2223.0,1,3.5,subclass60,AVE,Gilbert_EISENHOWER_AVE,46
905200350,148000,80,RL,88.0,15312,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,2,CBlock,3,3,4,588.0,0.0,550.0,GasA,4,Y,SBrkr,0.0,1.0,0,3,1,2,6,Typ,1,Attchd,2,2.0,3,Y,3,3,2009,COD,Normal,49,49,2276.0,0,1.5,subclass80,RD,Sawyer_ROSS_RD,140
