SalePrice,MSZoning,LotFrontage,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,Fence,MoSold,YrSold,SaleType,SaleCondition,Remodeled,TotalBath,MSSubClass_cat,Street_type,LotArea_binned,MasVnrArea_binned,BsmtFinSF1_binned,BsmtFinSF2_binned,BsmtUnfSF_binned,TotalOutdoorSF_binned,Age_binned,RemodAge_binned,TotalSF_binned
280750,1.0,32.0,1.0,2.0,3.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,3.0,5.0,7,5,1.0,0.0,8.0,8.0,2.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,1,3,1,3,9,4.0,1,3.0,3,3.0,3,2.0,0,7,2009,9.0,4.0,1,2.5,2.0,4.0,0,0,0,0,10,2,1,0,15
87000,5.0,52.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,0.0,5,5,1.0,0.0,13.0,14.0,2.0,2,1.0,3,3,1,1.0,3,1.0,0.0,0.0,0.0,0,2,1,2,6,6.0,0,5.0,1,1.0,2,2.0,0,3,2007,9.0,4.0,1,1.0,9.0,10.0,9,0,2,0,6,2,11,2,5
244600,4.0,74.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,22.0,1.0,2.0,0.0,2.0,8,5,1.0,0.0,12.0,13.0,3.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,0,3,1,3,6,6.0,1,1.0,3,3.0,3,2.0,0,12,2009,6.0,5.0,1,2.0,5.0,4.0,10,0,0,0,10,3,0,0,11
215200,1.0,72.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,0.0,5.0,7,5,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,2,1.0,4,1.0,3.0,0.0,0.0,1,3,1,3,7,6.0,0,1.0,1,2.0,3,2.0,0,6,2010,2.0,4.0,0,2.5,10.0,9.0,7,0,1,0,7,2,0,0,6
162500,4.0,60.0,1.0,2.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,6,4,1.0,0.0,12.0,13.0,2.0,3,0.0,3,3,1,1.0,4,1.0,3.0,0.0,0.0,0,4,1,3,8,6.0,0,5.0,1,2.0,3,2.0,0,3,2008,9.0,4.0,1,2.0,9.0,0.0,8,0,0,0,8,2,12,0,8
138000,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,5.0,6,3,3.0,0.0,13.0,9.0,2.0,2,0.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,0,4,1,2,7,6.0,1,1.0,1,2.0,3,2.0,0,6,2008,9.0,4.0,1,1.0,11.0,0.0,10,0,0,0,8,2,11,2,7
181316,4.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6,5,1.0,0.0,6.0,6.0,2.0,2,2.0,4,3,1,1.0,3,1.0,3.0,1.0,0.0,1,3,1,3,7,6.0,1,1.0,3,2.0,3,2.0,0,7,2009,9.0,4.0,1,3.5,10.0,0.0,8,0,4,0,1,0,4,1,6
148000,4.0,88.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,7.0,6,5,3.0,0.0,13.0,14.0,1.0,2,1.0,3,3,4,1.0,4,1.0,3.0,0.0,1.0,0,3,1,2,6,6.0,1,1.0,2,2.0,3,2.0,3,3,2009,0.0,4.0,0,1.5,13.0,9.0,17,0,4,0,6,1,8,2,6
315000,4.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,16.0,2.0,2.0,0.0,2.0,8,5,3.0,0.0,13.0,14.0,1.0,2,2.0,4,3,4,1.0,4,1.0,3.0,1.0,0.0,0,3,1,3,7,6.0,2,1.0,3,3.0,3,2.0,0,6,2009,9.0,4.0,1,3.0,5.0,2.0,12,4,1,1,3,2,4,1,15
184750,4.0,130.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,4.0,0.0,5.0,10,5,3.0,0.0,5.0,5.0,3.0,2,2.0,5,3,3,1.0,4,1.0,3.0,1.0,0.0,1,3,1,4,11,6.0,1,3.0,3,3.0,3,2.0,0,10,2007,6.0,5.0,1,4.5,10.0,7.0,18,4,7,0,8,3,0,0,15
132000,5.0,51.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,7,8,1.0,0.0,13.0,14.0,2.0,2,0.0,3,3,1,1.0,4,1.0,0.0,0.0,0.0,0,2,1,2,5,6.0,0,5.0,1,2.0,3,2.0,4,7,2007,9.0,4.0,1,1.0,8.0,0.0,2,0,0,0,8,1,11,0,1
149500,4.0,74.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,6,7,3.0,0.0,6.0,6.0,1.0,2,1.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,1,3,1,2,6,6.0,1,1.0,3,2.0,3,2.0,0,3,2006,9.0,4.0,0,1.5,10.0,9.0,5,2,1,0,5,0,5,1,4
183500,4.0,62.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,7,5,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,1,3,1,3,7,6.0,1,1.0,3,2.0,3,2.0,0,5,2007,9.0,4.0,0,2.5,10.0,4.0,6,0,0,0,8,1,1,0,9
224500,4.0,73.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,2.0,6.0,6,8,1.0,0.0,6.0,6.0,2.0,3,2.0,4,3,4,1.0,3,1.0,3.0,2.0,0.0,0,2,2,3,8,6.0,0,1.0,1,4.0,3,2.0,0,4,2006,9.0,4.0,0,4.0,15.0,0.0,8,0,2,1,0,3,3,1,10
415000,4.0,120.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,2.0,2.0,0.0,2.0,9,5,3.0,0.0,12.0,13.0,1.0,2,2.0,5,3,3,1.0,4,1.0,3.0,1.0,0.0,0,2,1,4,7,6.0,1,1.0,3,3.0,3,2.0,0,6,2006,9.0,4.0,0,3.0,5.0,4.0,17,4,7,0,4,3,0,0,14
155000,4.0,65.0,1.0,1.0,3.0,2.0,0.0,4.0,1.0,5.0,2.0,2.0,0.0,2.0,5,7,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,1,1.0,4,1.0,3.0,1.0,0.0,0,3,1,2,5,6.0,0,5.0,1,2.0,3,2.0,0,8,2008,9.0,4.0,0,2.0,5.0,10.0,10,0,5,0,3,1,4,1,3
135000,4.0,115.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,0.0,5,5,1.0,0.0,13.0,14.0,2.0,2,1.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,0,4,1,2,7,6.0,1,1.0,1,1.0,3,2.0,0,8,2008,9.0,4.0,1,2.0,9.0,9.0,18,0,0,0,7,1,10,2,3
164000,4.0,53.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,4.0,7,5,1.0,0.0,8.0,8.0,2.0,3,1.0,3,3,1,1.0,3,1.0,3.0,0.0,0.0,0,4,1,2,7,6.0,2,5.0,1,1.0,3,2.0,3,8,2007,9.0,4.0,1,2.0,12.0,10.0,4,0,2,0,6,1,10,2,9
128500,4.0,66.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,2.0,6,6,1.0,0.0,13.0,14.0,1.0,2,1.0,3,3,2,1.0,3,1.0,3.0,1.0,0.0,0,3,1,2,5,6.0,0,1.0,1,1.0,3,2.0,0,8,2007,9.0,4.0,0,2.0,5.0,4.0,6,1,6,0,0,0,6,2,3
196500,4.0,89.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,5.0,7,5,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,1,3,1,3,7,6.0,0,1.0,2,2.0,3,2.0,0,8,2006,9.0,4.0,0,2.5,10.0,10.0,14,0,0,0,8,1,0,0,9
131000,5.0,60.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,6,6,1.0,0.0,13.0,14.0,2.0,3,0.0,3,4,1,1.0,4,1.0,3.0,0.0,1.0,0,3,1,2,6,6.0,1,5.0,1,2.0,3,2.0,0,3,2007,9.0,4.0,1,1.5,9.0,10.0,2,0,2,0,4,0,10,2,3
151000,4.0,50.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,4.0,2.0,6,5,1.0,0.0,9.0,9.0,2.0,2,2.0,4,3,1,1.0,3,1.0,3.0,0.0,0.0,0,2,1,3,5,6.0,0,1.0,2,2.0,3,2.0,0,6,2006,9.0,4.0,0,2.0,0.0,0.0,4,0,2,0,9,1,4,1,7
149900,4.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,2.0,6,5,3.0,0.0,13.0,14.0,3.0,2,1.0,3,3,1,1.0,3,1.0,3.0,1.0,0.0,0,2,1,2,5,6.0,0,1.0,2,2.0,3,2.0,0,5,2006,9.0,4.0,0,3.0,5.0,4.0,13,0,3,1,2,3,9,2,8
139900,5.0,58.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,5.0,7,7,1.0,0.0,0.0,14.0,2.0,2,4.0,3,3,1,1.0,3,1.0,3.0,1.0,0.0,0,4,1,2,7,6.0,0,5.0,3,2.0,3,2.0,0,5,2006,9.0,4.0,1,2.0,11.0,10.0,3,0,1,0,6,3,12,2,5
180000,4.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6,5,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,1,1.0,3,1.0,3.0,1.0,0.0,1,3,1,2,7,6.0,1,1.0,3,2.0,3,2.0,0,4,2007,9.0,0.0,1,3.5,10.0,0.0,7,0,6,0,1,3,2,0,9
120750,4.0,64.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,2.0,5,5,1.0,0.0,9.0,9.0,2.0,2,1.0,4,3,1,1.0,2,1.0,3.0,1.0,0.0,0,2,1,2,5,6.0,0,5.0,1,1.0,3,2.0,0,3,2007,9.0,4.0,0,2.0,5.0,0.0,3,0,1,1,4,2,5,1,2
154000,4.0,75.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,2.0,5,7,3.0,0.0,3.0,3.0,2.0,2,1.0,3,3,1,1.0,4,1.0,3.0,1.0,0.0,1,3,1,3,6,6.0,0,1.0,2,1.0,3,2.0,4,5,2010,9.0,4.0,1,2.5,5.0,0.0,4,0,2,1,0,2,9,1,8
139300,4.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,2.0,5,5,3.0,0.0,13.0,14.0,2.0,2,1.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,0,3,1,2,6,2.0,1,1.0,2,1.0,3,2.0,2,8,2007,9.0,4.0,1,1.0,5.0,4.0,15,0,0,0,9,0,8,1,7
100000,4.0,71.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,2.0,5,3,1.0,0.0,8.0,8.0,2.0,2,0.0,0,0,0,1.0,3,1.0,3.0,0.0,0.0,1,4,1,2,7,1.0,1,1.0,3,1.0,3,2.0,0,10,2008,9.0,4.0,1,2.5,5.0,0.0,8,0,0,0,0,1,9,1,2
240000,4.0,75.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,0.0,6,8,1.0,0.0,13.0,14.0,2.0,2,0.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,0,5,1,2,10,6.0,1,5.0,1,2.0,2,2.0,0,9,2008,9.0,4.0,1,3.0,9.0,10.0,18,0,0,0,9,3,12,1,13
135000,4.0,65.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,6,6,3.0,0.0,6.0,9.0,1.0,2,1.0,3,5,1,1.0,2,1.0,3.0,0.0,1.0,1,3,1,2,6,6.0,1,5.0,1,2.0,3,2.0,0,5,2008,9.0,4.0,0,2.0,5.0,9.0,3,0,6,0,1,1,5,1,6
174000,4.0,149.0,1.0,1.0,1.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6,5,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,1,3,1,3,8,6.0,1,1.0,3,2.0,3,2.0,0,6,2009,9.0,4.0,0,2.5,10.0,0.0,15,0,0,0,7,1,1,0,6
378500,4.0,89.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,24.0,2.0,2.0,0.0,2.0,9,5,3.0,0.0,11.0,5.0,2.0,2,2.0,5,3,3,1.0,4,1.0,3.0,0.0,0.0,0,3,1,4,10,6.0,1,1.0,3,3.0,3,2.0,0,5,2010,9.0,4.0,1,2.0,5.0,9.0,16,0,0,0,10,2,0,0,15
207000,4.0,41.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,4.0,2.0,6,5,1.0,0.0,12.0,13.0,3.0,2,2.0,4,3,4,1.0,4,1.0,3.0,1.0,0.0,0,2,1,3,6,6.0,1,1.0,2,2.0,3,2.0,0,6,2007,9.0,4.0,1,3.0,0.0,9.0,3,3,5,0,6,2,0,0,10
131000,4.0,84.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,0.0,5,5,1.0,0.0,12.0,13.0,2.0,2,1.0,3,2,4,1.0,1,1.0,3.0,0.0,0.0,0,3,1,2,6,6.0,2,5.0,1,1.0,3,2.0,0,7,2006,9.0,4.0,1,2.0,9.0,0.0,11,0,4,0,4,1,10,2,8
152000,1.0,24.0,1.0,2.0,3.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,3.0,5.0,6,5,1.0,0.0,12.0,13.0,1.0,2,2.0,4,3,1,1.0,4,1.0,3.0,1.0,0.0,1,2,1,3,4,6.0,0,5.0,2,2.0,3,2.0,0,5,2010,9.0,4.0,0,3.5,2.0,9.0,0,2,2,0,2,1,1,0,2
61500,4.0,74.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,2.0,2.0,2.0,4,3,1.0,0.0,0.0,9.0,0.0,2,2.0,0,0,0,1.0,2,0.0,3.0,0.0,0.0,0,2,2,1,6,6.0,0,6.0,0,0.0,0,0.0,0,9,2007,9.0,4.0,0,2.0,15.0,10.0,3,1,0,0,0,0,9,2,0
147110,1.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,22.0,2.0,2.0,4.0,5.0,7,5,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,1,2,1,3,4,6.0,0,1.0,2,2.0,3,2.0,0,6,2010,9.0,4.0,0,2.5,2.0,0.0,0,0,1,0,3,1,2,0,1
137000,4.0,60.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,0.0,5,5,1.0,0.0,8.0,8.0,2.0,2,0.0,2,3,1,1.0,2,1.0,3.0,1.0,0.0,0,3,1,1,6,6.0,0,5.0,1,1.0,2,2.0,3,7,2006,9.0,4.0,1,3.0,9.0,0.0,13,0,6,0,1,0,10,2,9
128500,5.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,18.0,1.0,2.0,0.0,0.0,5,6,1.0,0.0,8.0,8.0,2.0,2,1.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,1,2,1,2,7,6.0,0,5.0,1,2.0,3,2.0,0,5,2007,9.0,4.0,1,1.5,9.0,10.0,15,0,2,0,4,2,10,2,4
207500,4.0,47.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,13.0,2.0,2.0,0.0,2.0,5,6,1.0,0.0,8.0,8.0,2.0,2,1.0,3,3,3,1.0,2,1.0,3.0,1.0,0.0,0,2,1,2,6,6.0,2,1.0,2,1.0,3,2.0,0,12,2006,9.0,4.0,1,2.0,5.0,2.0,17,0,7,0,2,3,8,1,12
172500,4.0,70.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,5.0,6,5,3.0,0.0,6.0,6.0,1.0,2,1.0,3,3,1,1.0,3,1.0,3.0,0.0,0.0,1,3,1,2,7,6.0,1,1.0,2,2.0,3,2.0,0,7,2009,9.0,4.0,0,2.5,10.0,9.0,13,1,1,1,2,2,5,1,9
380000,4.0,105.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,5.0,9,5,3.0,0.0,12.0,13.0,1.0,2,2.0,4,3,4,1.0,4,1.0,3.0,0.0,0.0,1,3,1,4,9,6.0,1,3.0,3,3.0,3,2.0,0,3,2007,9.0,4.0,0,2.5,10.0,10.0,16,4,0,0,10,3,0,0,15
137000,4.0,68.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,2.0,5,7,3.0,0.0,3.0,3.0,2.0,2,1.0,3,3,1,1.0,4,1.0,3.0,0.0,0.0,0,2,1,2,5,6.0,1,5.0,1,1.0,3,2.0,2,5,2006,9.0,4.0,1,1.0,5.0,4.0,10,0,0,0,9,2,10,2,3
130000,4.0,72.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,20.0,1.0,2.0,0.0,6.0,5,7,1.0,0.0,6.0,6.0,1.0,2,2.0,4,3,4,1.0,4,1.0,3.0,1.0,0.0,0,2,1,2,4,6.0,0,5.0,1,2.0,3,2.0,3,6,2006,9.0,4.0,1,2.0,14.0,10.0,13,1,4,0,1,0,6,1,1
215000,4.0,71.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,12.0,2.0,2.0,0.0,5.0,6,5,1.0,0.0,12.0,13.0,2.0,2,2.0,5,3,1,1.0,4,1.0,3.0,1.0,0.0,1,3,1,3,7,6.0,1,3.0,3,2.0,3,2.0,0,6,2009,9.0,4.0,1,3.5,10.0,2.0,15,0,5,0,1,3,2,0,10
153000,4.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,13.0,2.0,2.0,0.0,2.0,5,7,1.0,0.0,13.0,14.0,2.0,2,1.0,3,3,1,1.0,4,1.0,3.0,1.0,0.0,0,3,1,3,6,6.0,0,1.0,2,1.0,3,2.0,3,8,2008,9.0,4.0,1,2.0,5.0,4.0,13,0,3,0,6,3,8,0,6
385000,4.0,68.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,25.0,2.0,2.0,0.0,2.0,9,5,1.0,6.0,14.0,15.0,2.0,2,1.0,5,3,3,1.0,3,1.0,3.0,2.0,0.0,1,0,1,3,5,6.0,1,1.0,3,3.0,3,2.0,0,11,2006,9.0,4.0,1,2.5,5.0,9.0,18,0,7,0,0,3,5,1,14
130000,5.0,24.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,3.0,5.0,6,5,1.0,0.0,12.0,13.0,3.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,0,3,1,3,7,0.0,0,5.0,1,2.0,3,2.0,0,4,2006,9.0,4.0,1,2.0,2.0,4.0,0,0,0,0,9,0,0,0,9
127000,4.0,92.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,3.0,6.0,1.0,0.0,0.0,5,8,1.0,0.0,0.0,9.0,2.0,2,2.0,2,3,1,1.0,3,1.0,3.0,0.0,0.0,0,3,1,2,5,6.0,0,1.0,1,2.0,3,2.0,3,6,2006,9.0,4.0,1,1.0,9.0,0.0,4,0,0,0,6,1,12,1,2
270000,1.0,75.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,0.0,5.0,8,5,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,4,1.0,4,1.0,3.0,0.0,0.0,1,3,1,3,8,6.0,1,1.0,2,3.0,3,2.0,0,12,2007,9.0,4.0,0,2.5,10.0,4.0,8,0,0,0,9,2,0,0,12
141000,4.0,69.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,2.0,5,5,1.0,0.0,13.0,14.0,2.0,2,1.0,3,3,1,1.0,2,1.0,0.0,1.0,0.0,0,2,1,2,6,6.0,1,1.0,3,1.0,3,2.0,1,5,2006,9.0,4.0,0,2.0,5.0,10.0,17,0,6,0,2,3,8,2,5
235000,4.0,56.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,15.0,2.0,2.0,0.0,2.0,7,5,3.0,0.0,9.0,9.0,1.0,3,1.0,4,3,1,1.0,2,1.0,3.0,1.0,0.0,0,3,1,3,7,6.0,2,1.0,3,2.0,3,2.0,0,8,2008,9.0,4.0,0,3.0,5.0,3.0,18,4,7,0,7,2,5,1,15
256900,4.0,80.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,15.0,3.0,2.0,0.0,5.0,6,7,1.0,0.0,8.0,8.0,1.0,2,2.0,3,3,1,1.0,3,1.0,3.0,0.0,0.0,1,5,1,3,8,6.0,1,1.0,2,2.0,3,2.0,0,5,2009,9.0,4.0,1,2.5,10.0,0.0,12,3,0,0,9,3,7,1,14
336860,4.0,58.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,4.0,2.0,9,5,3.0,0.0,8.0,8.0,1.0,2,2.0,4,3,1,1.0,4,1.0,3.0,1.0,0.0,0,2,1,4,7,6.0,1,1.0,3,3.0,3,2.0,0,11,2008,6.0,5.0,0,3.0,0.0,4.0,11,4,2,0,10,0,0,0,14
375000,4.0,150.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,24.0,2.0,2.0,0.0,2.0,7,5,3.0,0.0,3.0,3.0,2.0,2,1.0,4,3,3,2.0,2,1.0,3.0,2.0,0.0,0,3,1,2,8,6.0,2,1.0,2,2.0,3,2.0,0,6,2009,9.0,4.0,0,4.0,5.0,9.0,18,0,7,1,1,0,7,2,15
141000,5.0,50.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,10.0,2.0,2.0,0.0,0.0,6,6,1.0,0.0,13.0,14.0,2.0,3,2.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,1,3,1,3,6,6.0,1,5.0,1,1.0,3,1.0,0,12,2007,9.0,4.0,1,1.5,9.0,10.0,8,0,0,0,8,3,10,2,5
160000,4.0,87.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,13.0,2.0,2.0,0.0,2.0,6,6,3.0,0.0,13.0,14.0,1.0,2,1.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,1,3,1,2,5,6.0,0,1.0,1,2.0,3,2.0,0,2,2010,9.0,4.0,0,1.5,5.0,0.0,11,3,0,0,9,3,8,2,6
182000,1.0,95.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,22.0,2.0,2.0,0.0,2.0,7,5,1.0,0.0,5.0,5.0,2.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,0,3,1,3,6,6.0,0,1.0,3,2.0,3,2.0,0,12,2008,6.0,5.0,1,2.0,5.0,4.0,14,0,0,0,10,1,0,0,11
217000,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,2.0,6,5,3.0,0.0,13.0,14.0,1.0,3,1.0,4,3,2,1.0,2,1.0,3.0,1.0,0.0,0,3,1,3,7,6.0,2,2.0,1,2.0,3,2.0,3,10,2007,0.0,0.0,0,3.0,5.0,2.0,18,2,1,1,9,3,9,2,15
195000,4.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,24.0,2.0,2.0,0.0,2.0,6,5,3.0,0.0,12.0,13.0,2.0,2,2.0,5,3,2,1.0,4,1.0,3.0,1.0,0.0,0,3,1,3,6,6.0,0,1.0,2,2.0,3,2.0,0,12,2008,9.0,4.0,1,3.0,5.0,4.0,5,0,7,0,5,2,3,0,13
255000,4.0,116.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,22.0,2.0,2.0,0.0,2.0,8,5,1.0,0.0,12.0,13.0,3.0,2,2.0,4,3,1,1.0,4,1.0,3.0,1.0,0.0,0,3,1,3,8,6.0,1,1.0,2,3.0,3,2.0,0,6,2007,9.0,4.0,0,3.0,5.0,10.0,16,2,1,0,10,1,0,0,13
167800,4.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,7.0,7,5,1.0,0.0,6.0,6.0,1.0,2,2.0,4,3,1,1.0,3,1.0,3.0,0.0,0.0,1,3,1,2,7,6.0,1,3.0,3,2.0,3,2.0,0,5,2009,9.0,4.0,1,2.5,13.0,4.0,7,0,0,0,4,2,4,1,3
118500,4.0,80.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,0.0,5,5,1.0,0.0,8.0,8.0,2.0,2,1.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,0,2,1,2,6,6.0,0,5.0,1,1.0,3,2.0,0,10,2008,0.0,0.0,1,1.0,9.0,10.0,7,0,3,0,4,2,10,2,4
149900,4.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,13.0,2.0,2.0,0.0,2.0,5,6,1.0,0.0,12.0,13.0,2.0,2,1.0,3,3,1,1.0,4,1.0,3.0,1.0,0.0,1,3,1,2,6,6.0,1,1.0,3,2.0,3,2.0,0,4,2010,9.0,4.0,1,2.5,5.0,2.0,15,0,5,0,4,0,6,0,5
119000,4.0,60.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,2.0,5,7,1.0,0.0,8.0,8.0,2.0,2,1.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,0,3,1,2,6,6.0,0,1.0,1,1.0,3,2.0,0,5,2007,9.0,4.0,0,1.0,5.0,0.0,4,0,4,0,3,1,9,2,3
113000,4.0,50.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,2.0,4,6,3.0,0.0,8.0,8.0,2.0,2,1.0,3,3,1,1.0,2,1.0,3.0,1.0,0.0,0,2,1,2,4,6.0,0,1.0,1,1.0,3,0.0,0,8,2009,9.0,4.0,1,2.0,6.0,0.0,9,0,2,0,4,1,10,2,0
159000,5.0,50.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,6,7,1.0,0.0,5.0,5.0,2.0,3,1.0,3,3,1,1.0,4,1.0,3.0,0.0,0.0,0,3,1,2,7,6.0,2,5.0,1,2.0,3,2.0,0,10,2006,9.0,4.0,1,2.0,9.0,0.0,2,0,3,0,6,1,10,2,9
159000,4.0,80.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,2.0,7,6,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,1,3,1,3,6,6.0,0,5.0,2,2.0,3,2.0,0,4,2009,9.0,4.0,0,1.5,5.0,4.0,10,0,0,0,10,2,0,0,7
