PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Prop_Addr,latitude,longitude
902301080,1284,110000,50,RM,50.0,3500,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,CBlock,3,3,1,2,312.0,1,0.0,408.0,720.0,GasA,2,Y,4,720,564,0,0.0,0.0,1,1,2,1,2,5,7,0,0,Detchd,1948.0,1,1.0,240.0,3,3,2,0,35,0,0,0,0,1,0,4,2009,WD ,Normal,"515 8TH ST, Ames, USA",42.02897514542568,-93.6172969807962
903475100,1427,123000,70,RM,68.0,5775,Pave,1,Bnk,3,Corner,1,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,483.0,483.0,GasA,4,Y,4,741,686,0,0.0,0.0,1,0,3,1,3,7,7,0,0,Attchd,1915.0,1,1.0,379.0,3,3,2,0,24,112,0,0,0,0,0,2,2009,WD ,Normal,"505 NORTHWESTERN AVE, Ames, USA",42.02587769657018,-93.62208002053276
903226150,949,119000,30,RM,50.0,6000,Pave,3,HLS,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,7,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,1,BrkTil,3,2,1,1,0.0,1,0.0,949.0,949.0,GasA,4,Y,4,949,0,0,0.0,0.0,1,0,2,1,2,5,7,1,2,Detchd,1924.0,1,2.0,370.0,3,3,2,0,0,48,0,0,0,0,0,7,2008,WD ,Normal,"1218 CURTISS AVE, Ames, USA",42.0335893877551,-93.6245336734694
902207080,1163,126175,20,RM,49.0,5820,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,1,5,256.0,1,0.0,906.0,1162.0,GasA,4,Y,4,1163,0,0,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1955.0,1,1.0,220.0,2,3,2,142,98,0,0,0,0,0,0,7,2006,WD ,Normal,"1010 STAFFORD AVE, Ames, USA",42.031558857142855,-93.60770175510204
535450210,1224,132000,50,RL,60.0,8064,Pave,3,Lvl,3,Inside,2,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,3,3,1,5,481.0,3,174.0,161.0,816.0,GasA,2,Y,4,816,408,0,1.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1950.0,1,1.0,280.0,3,3,2,414,0,0,0,0,0,2,0,5,2010,WD ,Normal,"1412 DUFF AVE, Ames, USA",42.035955529411765,-93.61057705882352
535450210,1224,132000,50,RL,60.0,8064,Pave,3,Lvl,3,Inside,2,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,3,3,1,5,481.0,3,174.0,161.0,816.0,GasA,2,Y,4,816,408,0,1.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1950.0,1,1.0,280.0,3,3,2,414,0,0,0,0,0,2,0,5,2010,WD ,Normal,"1412 DUFF AVE, Ames, USA",42.035955529411765,-93.61057705882352
535153070,1194,148000,20,RL,73.0,8760,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1194.0,1194.0,GasA,2,Y,4,1194,0,0,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1959.0,2,1.0,312.0,3,3,2,0,0,120,0,0,0,0,0,4,2010,WD ,Normal,"2209 BURNETT AVE, Ames, USA",42.0440822096279,-93.61662054515148
905105170,943,134500,20,RL,68.0,8398,Pave,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,323.0,2,3,CBlock,3,3,1,2,114.0,4,529.0,300.0,943.0,GasA,2,Y,4,943,0,0,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1972.0,1,2.0,528.0,3,3,2,132,0,0,0,0,0,0,0,6,2007,WD ,Normal,"810 YUMA AVE, Ames, USA",42.02977506451708,-93.67795673643693
907290080,1836,216837,20,RL,70.0,9100,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,24.0,1,0.0,1836.0,1860.0,GasA,4,Y,4,1836,0,0,0.0,0.0,2,0,3,1,3,8,7,1,4,Attchd,2004.0,3,2.0,484.0,3,3,2,120,33,0,0,0,0,0,0,10,2006,WD ,Normal,"4620 WEBSTER ST, Ames, USA",42.01695440816327,-93.68126765306124
526354070,2112,206900,60,RL,85.0,11075,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,2,3,2,5,500.0,2,276.0,176.0,952.0,GasA,2,Y,4,1092,1020,0,0.0,0.0,2,1,4,1,2,9,7,2,4,Attchd,1969.0,1,2.0,576.0,3,3,2,280,0,0,0,0,0,0,0,6,2008,WD ,Normal,"2811 NORTHWOOD DR, Ames, USA",42.049363748381104,-93.6174714724021
903458060,1196,109900,30,RM,40.0,4800,Pave,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,2,197.0,1,0.0,999.0,1196.0,GasA,4,Y,3,1196,0,0,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1957.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,7,2007,WD ,Normal,"123 N MAPLE AVE, Ames, USA",42.0232052041655,-93.6253307862428
903458060,1196,109900,30,RM,40.0,4800,Pave,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,2,197.0,1,0.0,999.0,1196.0,GasA,4,Y,3,1196,0,0,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1957.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,7,2007,WD ,Normal,"123 N MAPLE AVE, Ames, USA",42.0232052041655,-93.6253307862428
532479050,1037,129000,20,RL,44.0,10751,Pave,2,Lvl,3,CulDSac,2,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,2,2,CBlock,2,3,4,5,787.0,1,0.0,250.0,1037.0,GasA,2,Y,4,1037,0,0,1.0,0.0,1,0,2,1,2,5,7,0,0,Attchd,1974.0,2,2.0,431.0,3,3,2,136,47,0,0,0,0,0,0,8,2007,WD ,Normal,"1324 SCOTT CIR, Ames, USA",42.034654869565216,-93.660487
527427090,767,133000,120,RH,34.0,4058,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,2,2,PConc,4,3,3,6,584.0,2,139.0,0.0,723.0,GasA,4,Y,4,767,0,0,1.0,0.0,1,0,1,1,2,4,7,0,0,Attchd,1998.0,3,1.0,367.0,3,3,2,120,40,0,0,0,0,0,0,6,2007,WD ,Normal,"3301 POLARIS DR, Ames, USA",42.05472050723045,-93.62498424342682
905109170,1483,270000,20,RL,68.0,20062,Pave,2,Low,3,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,4,5,1092.0,1,0.0,328.0,1420.0,GasA,3,Y,4,1483,0,0,1.0,0.0,1,1,1,1,2,4,7,2,3,Attchd,1977.0,2,2.0,690.0,3,3,2,496,0,0,0,0,0,0,0,4,2010,WD ,Normal,"3806 PHOENIX ST, Ames, USA",42.0301059194334,-93.67029979872376
905479110,1164,125000,190,RL,68.0,10880,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,5,1040.0,1,0.0,124.0,1164.0,GasW,2,N,4,1164,0,0,1.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1950.0,1,1.0,240.0,3,3,2,0,48,0,0,0,0,0,0,8,2008,ConLD,Normal,"108 COLORADO AVE 110, Ames, USA",42.02300440771931,-93.66289102447584
907187040,1873,235500,60,RL,47.0,10820,Pave,1,Lvl,3,CulDSac,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,4,6,342.0,1,0.0,646.0,988.0,GasA,4,Y,4,988,885,0,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1999.0,2,2.0,597.0,3,3,2,202,123,0,0,0,0,0,0,3,2007,WD ,Normal,"5207 CERVANTES DR, Ames, USA",42.01793292035177,-93.6891088086974
909451040,1032,115000,160,RM,24.0,1733,Pave,3,Lvl,3,Inside,2,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,516.0,516.0,GasA,2,Y,4,516,516,0,0.0,0.0,1,0,2,1,2,5,7,1,3,Detchd,1980.0,1,2.0,452.0,3,3,2,279,0,0,0,0,0,4,0,5,2009,WD ,Normal,"1505 LITTLE BLUESTEM CT UNIT 107, Ames, USA",,
905475160,1089,125000,20,RL,62.0,7440,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4,3,1,4,173.0,1,0.0,916.0,1089.0,GasW,2,Y,4,1089,0,0,1.0,0.0,1,0,3,1,2,5,7,1,4,Detchd,1954.0,2,1.0,252.0,3,3,1,328,0,0,0,0,0,3,0,9,2009,WD ,Normal,"3208 WOODLAND ST, Ames, USA",42.02631983690328,-93.6613735116964
534250370,2715,299800,60,RL,68.0,8963,Pave,2,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,4,3,CBlock,3,4,1,6,575.0,5,80.0,487.0,1142.0,GasA,4,Y,4,1175,1540,0,0.0,1.0,3,1,4,1,3,11,7,2,3,BuiltIn,1994.0,3,2.0,831.0,3,3,2,0,204,0,0,0,0,0,0,7,2008,WD ,Normal,"2200 VAN BUREN AVE, Ames, USA",42.044063547972655,-93.63019974439564
905377010,1229,135000,20,RL,68.0,17140,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,5,1059.0,1,0.0,75.0,1134.0,GasA,4,Y,3,1229,0,0,0.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1956.0,2,1.0,284.0,3,3,2,0,0,0,0,0,0,0,0,4,2009,WD ,Normal,"121 MCDONALD DR, Ames, USA",42.02323952276801,-93.67102361025562
908208020,1121,140000,20,RM,80.0,8546,Pave,3,Lvl,3,Corner,2,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,1121.0,1121.0,GasA,4,Y,4,1121,0,0,0.0,0.0,2,0,2,1,2,5,7,0,0,Attchd,2003.0,2,2.0,440.0,3,3,2,132,64,0,0,0,0,0,0,3,2010,WD ,Normal,"301 SUNFLOWER DR, Ames, USA",42.0190848,-93.6676053
531479020,784,76000,45,RH,60.0,9000,Pave,3,Lvl,3,Corner,2,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,2,2,1,1,0.0,1,0.0,784.0,784.0,GasA,2,N,3,784,0,0,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1950.0,1,2.0,360.0,2,2,0,0,0,91,0,0,0,0,0,10,2009,WD ,Normal,"4603 HUTCHISON ST, Ames, USA",42.03529173469388,-93.68036485714286
909428280,1902,335000,20,RL,100.0,17500,Pave,3,Lvl,3,Inside,2,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0.0,3,3,PConc,4,3,3,6,1406.0,1,0.0,496.0,1902.0,GasA,2,Y,4,1902,0,0,1.0,0.0,2,0,3,1,4,7,7,2,3,Attchd,1959.0,3,2.0,567.0,3,3,2,0,207,162,0,0,0,0,0,5,2010,WD ,Normal,"2019 ASHMORE DR, Ames, USA",42.01101502112876,-93.63989112051938
535454070,1385,166000,50,RL,71.0,8520,Pave,3,Lvl,3,Corner,2,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,1,CBlock,3,3,1,3,507.0,1,0.0,403.0,910.0,GasA,1,Y,4,910,475,0,0.0,0.0,2,0,4,1,2,6,7,0,0,Detchd,2000.0,1,2.0,720.0,3,3,2,0,0,0,0,0,0,3,0,6,2010,WD ,Normal,"133 E 13TH ST, Ames, USA",42.03462525275332,-93.61006091665114
535304020,1008,139500,20,RL,66.0,12778,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,6,658.0,1,0.0,350.0,1008.0,GasA,4,Y,3,1008,0,0,1.0,0.0,1,0,2,1,2,4,7,0,0,Attchd,1952.0,2,1.0,280.0,3,3,2,0,154,0,0,0,0,3,0,1,2006,WD ,Normal,"1715 CLARK AVE, Ames, USA",42.039428575757576,-93.61726248484848
527131110,1682,247900,120,RL,45.0,6264,Pave,2,Lvl,3,Corner,2,StoneBr,Norm,Norm,1Fam,1Story,8,5,1997,1997,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,2,PConc,5,3,2,6,656.0,1,0.0,1008.0,1664.0,GasA,4,Y,4,1682,0,0,1.0,0.0,1,1,1,1,3,6,6,1,3,Attchd,1997.0,3,2.0,528.0,3,3,2,0,0,0,0,0,0,0,0,7,2008,WD ,Normal,"4207 STONE BROOKE RD, Ames, USA",42.06150353934216,-93.63353181710464
534403280,1251,160000,20,RL,80.0,8800,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,2,2,CBlock,3,3,1,4,553.0,1,0.0,698.0,1251.0,GasA,2,Y,4,1251,0,0,1.0,0.0,1,0,3,1,2,6,7,2,4,Attchd,1964.0,2,1.0,461.0,3,3,2,0,116,0,0,0,0,3,700,3,2006,WD ,Normal,"1618 BEL AIR DR, Ames, USA",42.03851289795919,-93.62673348979592
527107040,1572,168000,60,RL,68.0,10364,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,806.0,806.0,GasA,3,Y,4,806,766,0,0.0,0.0,2,1,3,1,2,7,7,1,3,BuiltIn,1995.0,3,2.0,373.0,3,3,2,0,40,0,0,0,0,0,0,5,2007,WD ,Normal,"1910 WYNGATE DR, Ames, USA",42.06053909361631,-93.63693627207762
907270040,2452,267000,60,RL,66.0,16226,Pave,0,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,281.0,1,0.0,747.0,1028.0,GasA,4,Y,4,1210,1242,0,0.0,0.0,2,1,4,1,3,9,7,1,3,BuiltIn,1998.0,3,2.0,683.0,3,3,2,208,50,0,0,0,0,0,0,5,2007,WD ,Normal,"608 POE AVE, Ames, USA",42.01741145364216,-93.68394718020176
903455140,1040,127500,30,RM,60.0,7200,Pave,3,Lvl,3,Corner,2,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1925,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1040.0,1040.0,GasA,3,Y,4,1040,0,0,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1993.0,1,2.0,320.0,3,3,2,0,132,0,0,0,0,0,0,7,2008,WD ,Normal,"1127 N 2ND ST, Ames, USA",42.02411995918367,-93.62572524489796
907180040,1786,204750,60,RL,69.0,9337,Pave,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,4,3,1,6,648.0,1,0.0,176.0,824.0,GasA,4,Y,4,905,881,0,1.0,0.0,2,1,3,1,3,7,7,0,0,Attchd,1997.0,2,2.0,684.0,3,3,2,0,162,0,0,0,0,0,0,5,2007,WD ,Normal,"5322 THACKERAY DR, Ames, USA",42.01831652349715,-93.69073804830629
528106020,2402,555000,20,RL,105.0,15431,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,4,2,PConc,5,3,4,6,1767.0,5,539.0,788.0,3094.0,GasA,4,Y,4,2402,0,0,1.0,0.0,2,0,2,1,4,10,7,2,4,Attchd,2008.0,3,3.0,672.0,3,3,2,0,72,0,0,170,0,0,0,4,2009,WD ,Normal,"3324 STOCKBURY ST, Ames, USA",42.062091597199526,-93.65750893531012
528106020,2402,555000,20,RL,105.0,15431,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,4,2,PConc,5,3,4,6,1767.0,5,539.0,788.0,3094.0,GasA,4,Y,4,2402,0,0,1.0,0.0,2,0,2,1,4,10,7,2,4,Attchd,2008.0,3,3.0,672.0,3,3,2,0,72,0,0,170,0,0,0,4,2009,WD ,Normal,"3324 STOCKBURY ST, Ames, USA",42.062091597199526,-93.65750893531012
528106020,2402,555000,20,RL,105.0,15431,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,4,2,PConc,5,3,4,6,1767.0,5,539.0,788.0,3094.0,GasA,4,Y,4,2402,0,0,1.0,0.0,2,0,2,1,4,10,7,2,4,Attchd,2008.0,3,3.0,672.0,3,3,2,0,72,0,0,170,0,0,0,4,2009,WD ,Normal,"3324 STOCKBURY ST, Ames, USA",42.062091597199526,-93.65750893531012
528228285,1145,160000,120,RL,43.0,3203,Pave,3,Lvl,3,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,3,2,PConc,4,3,3,6,16.0,1,0.0,1129.0,1145.0,GasA,4,Y,4,1145,0,0,0.0,0.0,2,0,2,1,3,6,7,0,0,Attchd,2006.0,3,2.0,437.0,3,3,2,100,116,0,0,0,0,0,0,1,2010,WD ,Normal,"2413 WESTWIND DR, Ames, USA",42.06259266171987,-93.64176933861502
907262080,1909,197000,60,RL,70.0,8726,Pave,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,872.0,872.0,GasA,4,Y,4,872,1037,0,0.0,0.0,2,1,4,1,3,8,7,0,0,BuiltIn,2002.0,2,2.0,529.0,3,3,2,0,108,0,0,0,0,0,0,9,2006,WD ,Normal,"809 TENNYSON AVE, Ames, USA",42.0159373939394,-93.68787247474746
923225260,2521,151400,160,RM,42.0,3964,Pave,3,Lvl,3,Inside,2,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,4,3,1,5,837.0,1,0.0,105.0,942.0,GasA,3,Y,4,1291,1230,0,1.0,0.0,2,1,5,1,2,10,3,1,4,Attchd,1973.0,3,2.0,576.0,3,3,2,728,20,0,0,0,0,4,0,6,2006,WD ,Normal,"3425 HARCOURT DR, Ames, USA",41.99165272637433,-93.60344737275906
535383060,599,59000,30,RL,90.0,5400,Pave,3,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,1Story,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,None,0.0,1,2,PConc,2,3,1,1,0.0,1,0.0,416.0,416.0,GasA,3,N,3,599,0,0,1.0,0.0,1,0,2,1,3,4,7,0,0,NA,-1.0,0,0.0,0.0,0,0,0,0,81,0,0,0,0,0,0,6,2009,WD ,Normal,"117 13TH ST, Ames, USA",42.03463595887808,-93.61105051866134
527453050,1548,146000,160,RL,24.0,2308,Pave,3,Lvl,3,FR2,2,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,2,CBlock,4,3,1,5,306.0,1,0.0,498.0,804.0,GasA,2,Y,4,804,744,0,0.0,0.0,2,1,3,1,2,7,7,1,3,Detchd,1976.0,2,2.0,440.0,3,3,2,108,0,0,0,0,0,0,0,9,2009,WD ,Normal,"1015 KENNEDY ST, Ames, USA",42.050719979734446,-93.62479788876188
527107030,1498,187500,60,RL,68.0,13031,Pave,1,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,4,3,1,5,592.0,1,0.0,99.0,691.0,GasA,3,Y,4,691,807,0,0.0,0.0,2,1,3,1,2,6,7,1,3,Attchd,1995.0,3,2.0,409.0,3,3,2,315,44,0,0,0,0,0,0,7,2006,WD ,Normal,"3914 EISENHOWER AVE, Ames, USA",42.059934007862864,-93.637490524524
903236130,2264,200000,70,RM,47.0,7755,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,2Story,6,8,1918,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,1,1,0.0,1,0.0,1100.0,1100.0,GasA,4,Y,3,1100,1164,0,0.0,0.0,2,1,4,1,2,8,7,0,0,Detchd,1950.0,1,1.0,408.0,3,3,2,0,152,0,0,0,0,3,0,5,2007,WD ,Normal,"711 9TH ST, Ames, USA",42.03027480292898,-93.62055726521544
534450180,858,116500,20,RL,50.0,7207,Pave,2,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0.0,2,3,CBlock,3,3,4,4,696.0,1,0.0,162.0,858.0,GasA,3,Y,4,858,0,0,1.0,0.0,1,0,2,1,2,4,7,0,0,NA,-1.0,0,0.0,0.0,0,0,2,117,0,0,0,0,0,0,0,2,2010,WD ,Normal,"1413 SUMMIT AVE, Ames, USA",42.03529924783509,-93.62944124298578
528275080,1889,215000,60,RL,68.0,8658,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,5,732.0,1,0.0,250.0,982.0,GasA,4,Y,4,1008,881,0,0.0,0.0,2,1,3,1,2,9,7,1,3,Attchd,2000.0,3,2.0,431.0,3,3,2,0,0,0,0,0,0,0,0,4,2006,WD ,Normal,"3809 WESTLAWN DR, Ames, USA",42.05861109625003,-93.642739916618
909428340,1488,215000,20,RL,68.0,21579,Pave,2,Lvl,3,CulDSac,2,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,2,2,PConc,4,3,1,4,813.0,1,0.0,675.0,1488.0,GasA,4,Y,4,1488,0,0,0.0,1.0,2,0,3,1,2,7,7,2,4,Attchd,1968.0,2,2.0,552.0,3,3,2,0,0,216,0,0,0,0,0,9,2007,CWD,Normal,"2111 ASHMORE CIR, Ames, USA",42.0110129,-93.6417633
528441080,1694,307000,20,RL,75.0,10084,Pave,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,3,2,PConc,5,3,3,6,1369.0,1,0.0,317.0,1686.0,GasA,4,Y,4,1694,0,0,1.0,0.0,2,0,3,1,3,7,7,1,4,Attchd,2004.0,2,2.0,636.0,3,3,2,255,57,0,0,0,0,0,0,8,2007,WD ,Normal,"2420 YORKSHIRE CIR, Ames, USA",42.053102044317626,-93.64135675121511
527105130,2283,270000,60,RL,68.0,11792,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188.0,3,2,PConc,4,3,4,6,850.0,1,0.0,158.0,1008.0,GasA,4,Y,4,1008,1275,0,0.0,0.0,2,1,4,1,3,9,7,1,4,BuiltIn,2003.0,3,3.0,632.0,3,3,2,120,46,0,0,0,0,0,0,8,2009,WD ,Normal,"4006 HYDE AVE, Ames, USA",42.06081248688973,-93.64015721921795
907175060,1494,217000,20,RL,79.0,9236,Pave,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,4,3,4,6,1200.0,1,0.0,279.0,1479.0,GasA,4,Y,4,1494,0,0,1.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1997.0,2,2.0,576.0,3,3,2,168,27,0,0,0,0,0,0,7,2006,WD ,Normal,"5405 THACKERAY DR, Ames, USA",42.01820137496702,-93.69157660431875
908228010,865,108500,40,RL,62.0,10042,Pave,3,Bnk,3,Corner,2,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,2,144.0,5,278.0,238.0,660.0,GasA,2,Y,4,740,125,0,1.0,0.0,1,0,2,1,2,4,7,1,4,Detchd,1920.0,1,1.0,216.0,3,3,2,0,0,84,0,0,0,0,0,8,2007,WD ,Normal,"3232 LETTIE ST, Ames, USA",42.021432530612245,-93.66047273469388
