PID,SalePrice,GrLivArea,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,Age,RemodAge,TotalSF,Remodeled,TotalPorchSF,TotalBath,MSSubClass_cat,Street_type,Neighborhood_st
923277040,138000,816,RL,60.0,6600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,816.0,Unf,0.0,0.0,816.0,GasA,Ex,Y,SBrkr,816,0,1.0,0.0,1,0,2,1,TA,4,Typ,0,No_Fireplace,Detchd,1985.0,Fin,2.0,816.0,TA,TA,Y,0,0,0,0,No_Pool,No_Fence,6,2008,WD ,Normal,26,5,1632.0,1,0,2.0,subclass20,AVE,Mitchel_VIOLA_MAE_AVE
905475270,118000,864,RL,60.0,5400,Pave,No_Alley,Reg,HLS,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,453.0,Unf,0.0,411.0,864.0,GasA,TA,Y,SBrkr,864,0,0.0,1.0,1,0,3,1,TA,6,Typ,0,No_Fireplace,Attchd,1958.0,Unf,1.0,399.0,TA,TA,Y,0,0,0,0,No_Pool,No_Fence,5,2007,WD ,Normal,49,49,1728.0,0,0,1.5,subclass20,ST,SWISU_ELLIS_ST
528176070,320000,2250,RL,105.0,13650,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,578.0,Unf,0.0,1093.0,1671.0,GasA,Ex,Y,SBrkr,1687,563,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Ex,Attchd,2002.0,Fin,3.0,756.0,TA,TA,Y,238,130,0,0,No_Pool,No_Fence,6,2010,WD ,Normal,8,8,3921.0,0,130,3.5,subclass60,DR,NridgHt_BRIDGEPORT_DR
534125120,143450,1152,RL,78.0,11700,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,41.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Ex,Y,SBrkr,1152,0,1.0,0.0,1,1,3,1,TA,7,Typ,0,No_Fireplace,Attchd,1968.0,RFn,2.0,412.0,TA,TA,Y,0,126,0,0,No_Pool,No_Fence,9,2007,CWD,Normal,39,39,2064.0,0,126,2.5,subclass20,AVE,NWAmes_EISENHOWER_AVE
533350050,385000,1842,RL,68.0,50271,Pave,No_Alley,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810.0,Unf,0.0,32.0,1842.0,GasA,Gd,Y,SBrkr,1842,0,2.0,0.0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3.0,894.0,TA,TA,Y,857,72,0,0,No_Pool,No_Fence,11,2006,WD ,Normal,25,19,3684.0,1,72,2.5,subclass20,RD,Veenker_KINGMAN_RD
905403150,155000,1094,RL,85.0,10452,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500.0,Unf,0.0,594.0,1094.0,GasA,Ex,Y,SBrkr,1094,0,0.0,0.0,1,0,3,1,TA,5,Typ,2,Gd,Attchd,1953.0,RFn,2.0,495.0,TA,TA,Y,0,0,0,287,No_Pool,No_Fence,6,2008,WD ,Normal,55,55,2188.0,0,287,1.0,subclass20,AVE,Edwards_OLIVER_AVE
907187040,235500,1873,RL,47.0,10820,Pave,No_Alley,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,342.0,Unf,0.0,646.0,988.0,GasA,Ex,Y,SBrkr,988,885,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,RFn,2.0,597.0,TA,TA,Y,202,123,0,0,No_Pool,No_Fence,3,2007,WD ,Normal,8,8,2861.0,0,123,2.5,subclass60,DR,CollgCr_CERVANTES_DR
528164040,374000,1792,RL,72.0,11846,Pave,No_Alley,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567.0,Unf,0.0,225.0,1792.0,GasA,Ex,Y,SBrkr,1792,0,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2003.0,Fin,3.0,874.0,TA,TA,Y,206,49,0,0,No_Pool,No_Fence,8,2006,WD ,Normal,3,2,3584.0,1,49,3.0,subclass20,DR,NridgHt_FOXLEY_DR
527105130,270000,2283,RL,0.0,11792,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,850.0,Unf,0.0,158.0,1008.0,GasA,Ex,Y,SBrkr,1008,1275,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003.0,Fin,3.0,632.0,TA,TA,Y,120,46,0,0,No_Pool,No_Fence,8,2009,WD ,Normal,6,6,3291.0,0,46,2.5,subclass60,AVE,Gilbert_HYDE_AVE
527454050,147000,1322,RL,24.0,2308,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,257.0,Rec,495.0,103.0,855.0,GasA,TA,Y,SBrkr,855,467,0.0,1.0,2,1,3,1,TA,6,Typ,1,Fa,Attchd,1974.0,Unf,2.0,440.0,TA,TA,Y,260,0,0,0,No_Pool,No_Fence,6,2009,WD ,Normal,35,35,2177.0,0,0,3.0,subclass160,ST,NPkVill_KENNEDY_ST
528344070,355000,2475,RL,60.0,17433,Pave,No_Alley,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1629.0,1629.0,GasA,Ex,Y,SBrkr,1645,830,0.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,1998.0,Fin,3.0,962.0,TA,TA,Y,23,172,0,256,No_Pool,No_Fence,1,2010,WD ,Normal,12,12,4104.0,0,428,2.5,subclass60,CIR,NoRidge_MAGNOLIA_CIR
916455150,282000,1922,RL,80.0,11305,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,886.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1329.0,Unf,0.0,593.0,1922.0,GasA,Ex,Y,SBrkr,1922,0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Ex,Attchd,2002.0,Fin,3.0,692.0,TA,TA,Y,201,64,0,0,No_Pool,No_Fence,4,2007,WD ,Normal,5,5,3844.0,0,64,3.0,subclass20,DR,Timber_SUNCREST_DR
908128110,165400,1656,RL,60.0,6931,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,746.0,746.0,GasA,Ex,Y,SBrkr,760,896,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,397.0,TA,TA,Y,178,128,0,0,No_Pool,No_Fence,7,2008,WD ,Normal,5,4,2402.0,1,128,2.5,subclass60,DR,Edwards_MARIGOLD_DR
535125090,205000,1986,RL,85.0,13600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,BLQ,454.0,Unf,0.0,314.0,768.0,GasA,TA,Y,SBrkr,1186,800,0.0,0.0,2,1,3,1,TA,7,Typ,3,Fa,Attchd,1965.0,Unf,2.0,486.0,TA,TA,Y,0,42,0,189,No_Pool,No_Fence,10,2009,WD ,Normal,44,19,2754.0,1,231,2.5,subclass60,DR,NAmes_THOMPSON_DR
903400220,214500,2134,RL,0.0,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,844.0,844.0,GasA,Gd,N,FuseA,1445,689,0.0,0.0,2,0,5,1,Gd,10,Typ,0,No_Fireplace,Detchd,1930.0,Unf,2.0,441.0,TA,TA,Y,0,60,268,0,No_Pool,No_Fence,7,2009,WD ,Normal,93,15,2978.0,1,328,2.0,subclass75,AVE,BrkSide_BROOKRIDGE_AVE
531452210,150000,1320,RL,0.0,9019,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,274.0,Unf,0.0,362.0,636.0,GasA,Ex,Y,SBrkr,636,684,0.0,0.0,2,1,3,1,Gd,6,Typ,0,No_Fireplace,Attchd,1994.0,Fin,2.0,472.0,TA,TA,Y,0,40,0,0,No_Pool,No_Fence,7,2006,WD ,Normal,12,12,1956.0,0,40,2.5,subclass60,DR,SawyerW_KANSAS_DR
535177020,120000,1144,RL,70.0,9100,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1144.0,1144.0,GasA,TA,Y,SBrkr,1144,0,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1960.0,RFn,1.0,336.0,TA,TA,Y,0,0,0,0,No_Pool,No_Fence,6,2007,WD ,Normal,47,47,2288.0,0,0,1.0,subclass20,ST,NAmes_24TH_ST
903458110,89500,1406,RM,0.0,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,319.0,319.0,GasA,TA,Y,FuseA,1035,371,0.0,0.0,1,0,3,1,Fa,6,Typ,0,No_Fireplace,No_Garage,-1.0,No_Garage,0.0,0.0,No_Garage,No_Garage,N,0,144,0,0,No_Pool,MnPrv,3,2008,WD ,Normal,88,58,1725.0,1,144,1.0,subclass50,WAY,IDOTRR_LINCOLN_WAY
903230110,115000,1216,RM,60.0,5520,Pave,No_Alley,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,68.0,Unf,0.0,497.0,565.0,GasA,TA,Y,SBrkr,565,651,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,BuiltIn,1920.0,RFn,1.0,355.0,Fa,TA,Y,0,0,180,0,No_Pool,MnPrv,4,2008,WD ,Normal,88,11,1781.0,1,180,2.0,subclass50,AVE,BrkSide_CURTISS_AVE
904100140,244400,2403,RL,0.0,24090,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1032.0,1032.0,GasA,Ex,Y,SBrkr,1207,1196,0.0,0.0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940.0,Unf,1.0,349.0,TA,TA,Y,56,0,318,0,No_Pool,No_Fence,6,2010,COD,Normal,70,60,3435.0,1,318,2.0,subclass70,RD,ClearCr_ROSS_RD
905103110,123000,1040,RL,0.0,11677,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,442.0,TA,TA,CBlock,TA,TA,Av,Rec,249.0,BLQ,761.0,30.0,1040.0,GasA,TA,Y,SBrkr,1040,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,No_Fireplace,Attchd,1966.0,RFn,1.0,264.0,TA,TA,Y,0,90,0,0,No_Pool,MnPrv,2,2007,WD ,Normal,41,41,2080.0,0,90,2.0,subclass20,RD,Sawyer_ROSS_RD
534104100,205000,1812,FV,0.0,7500,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,952.0,952.0,GasA,Ex,Y,SBrkr,952,860,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2002.0,RFn,2.0,469.0,TA,TA,Y,144,112,0,0,No_Pool,No_Fence,4,2008,WD ,Normal,6,6,2764.0,0,112,2.5,subclass60,DR,Somerst_SOMERSET_DR
902405070,184000,2495,RM,60.0,10800,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1313.0,1313.0,GasW,Gd,Y,SBrkr,1313,1182,0.0,0.0,2,0,5,1,TA,10,Typ,1,Gd,Detchd,1950.0,Unf,2.0,342.0,TA,Fa,Y,0,299,0,0,No_Pool,No_Fence,12,2008,WD ,Normal,118,9,3808.0,1,299,2.0,subclass70,ST,OldTown_E_6TH_ST
535354100,132000,972,RL,50.0,8000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680.0,Unf,0.0,292.0,972.0,GasA,Ex,Y,SBrkr,972,0,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,No_Pool,No_Fence,5,2009,WD ,Normal,61,7,1944.0,1,0,2.0,subclass20,AVE,NAmes_CLARK_AVE
535151110,142100,1053,RL,60.0,8250,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,288.0,Unf,0.0,765.0,1053.0,GasA,Gd,Y,SBrkr,1053,0,1.0,0.0,1,0,3,1,Gd,6,Typ,0,No_Fireplace,2Types,1994.0,RFn,2.0,692.0,TA,TA,Y,240,0,0,109,No_Pool,No_Fence,7,2007,WD ,Normal,44,44,2106.0,0,109,2.0,subclass20,DR,NAmes_BARR_DR
535402010,190000,2544,RL,81.0,9671,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1248.0,1248.0,GasA,TA,Y,SBrkr,1248,1296,0.0,0.0,2,2,6,2,TA,12,Typ,0,No_Fireplace,Attchd,1969.0,RFn,3.0,907.0,TA,TA,Y,0,0,0,0,No_Pool,No_Fence,8,2009,WD ,Normal,40,40,3792.0,0,0,3.0,subclass90,ST,NAmes_E_20TH_ST
903458020,101000,1111,RM,60.0,7200,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,530.0,530.0,GasA,TA,N,SBrkr,581,530,0.0,0.0,1,0,3,1,Fa,6,Typ,0,No_Fireplace,Detchd,1935.0,Unf,1.0,288.0,TA,TA,N,0,0,144,0,No_Pool,No_Fence,3,2007,WD ,Normal,87,11,1641.0,1,144,1.0,subclass75,ST,IDOTRR_N_2ND_ST
535380110,86900,672,RL,60.0,5400,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Gd,Y,SBrkr,672,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,No_Fireplace,Detchd,1997.0,Unf,1.0,308.0,TA,TA,N,88,108,0,0,No_Pool,No_Fence,7,2008,WD ,Normal,68,3,1344.0,1,108,1.0,subclass30,AVE,OldTown_DOUGLAS_AVE
902330090,185000,2454,RM,75.0,13500,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,819.0,819.0,GasA,TA,Y,FuseA,1312,1142,0.0,0.0,2,0,3,1,TA,8,Typ,1,Gd,Attchd,1950.0,Unf,2.0,576.0,TA,TA,N,0,148,150,0,No_Pool,MnPrv,2,2007,WD ,Normal,128,20,3273.0,1,298,2.0,subclass75,AVE,OldTown_DOUGLAS_AVE
906425045,138500,1445,RL,82.0,14235,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.5Fin,6,8,1900,1993,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Fa,Gd,No,Unf,0.0,Unf,0.0,676.0,676.0,GasA,TA,Y,SBrkr,831,614,0.0,0.0,2,0,3,1,TA,6,Typ,0,No_Fireplace,Detchd,1957.0,Unf,2.0,484.0,TA,TA,N,0,59,0,0,No_Pool,No_Fence,3,2010,WD ,Normal,110,17,2121.0,1,59,2.0,subclass50,AVE,SawyerW_DELAWARE_AVE
534477110,140000,1668,RL,80.0,9600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,120.0,Unf,0.0,736.0,856.0,GasA,Ex,Y,SBrkr,1112,556,0.0,0.0,1,1,3,1,TA,6,Min2,0,No_Fireplace,Attchd,1950.0,Unf,1.0,271.0,TA,TA,Y,0,0,0,0,No_Pool,MnPrv,9,2009,WD ,Normal,59,4,2524.0,1,0,1.5,subclass50,AVE,NAmes_ROOSEVELT_AVE
908225290,119100,1368,RL,70.0,11767,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,1.0,0.0,1,0,3,1,TA,6,Min1,0,No_Fireplace,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0,41,211,0,No_Pool,No_Fence,6,2009,WD ,Normal,59,59,2446.0,0,252,2.0,subclass20,AVE,Edwards_S_FRANKLIN_AVE
528220040,167800,1490,RL,57.0,8918,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,745.0,745.0,GasA,Ex,Y,SBrkr,745,745,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,392.0,TA,TA,Y,36,20,0,0,No_Pool,No_Fence,7,2009,WD ,Normal,4,3,2235.0,1,20,2.5,subclass60,ST,Gilbert_LAUREL_ST
532476080,300000,2503,RL,0.0,19522,Pave,No_Alley,IR1,Bnk,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,272.0,Gd,TA,PConc,Gd,TA,No,GLQ,727.0,Unf,0.0,496.0,1223.0,GasA,Gd,Y,SBrkr,1271,1232,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2.0,564.0,TA,TA,Y,0,99,0,182,No_Pool,No_Fence,2,2007,WD ,Normal,17,17,3726.0,0,281,3.5,subclass60,RD,Veenker_KINGMAN_RD
527325240,161000,1211,RL,90.0,13068,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,621.0,TA,TA,PConc,Gd,TA,No,ALQ,890.0,Rec,48.0,273.0,1211.0,GasA,TA,Y,SBrkr,1211,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Po,Attchd,1976.0,Fin,2.0,461.0,TA,TA,Y,0,0,0,0,No_Pool,MnPrv,11,2008,WD ,Normal,32,32,2422.0,0,174,3.0,subclass20,DR,NWAmes_BUCHANAN_DR
906340120,295493,1630,RL,61.0,10226,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1622.0,1622.0,GasA,Ex,Y,SBrkr,1630,0,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3.0,860.0,TA,TA,Y,172,42,0,0,No_Pool,No_Fence,1,2009,WD ,Normal,1,1,3252.0,0,42,3.0,subclass20,DR,CollgCr_TABOR_DR
908188120,130000,1709,RM,24.0,2522,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,No_Fireplace,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,No_Pool,No_Fence,5,2006,WD ,Normal,2,2,2679.0,0,40,2.0,subclass160,DR,Edwards_MARIGOLD_DR
528150080,372397,1792,RL,121.0,13758,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1232.0,Unf,0.0,560.0,1792.0,GasA,Ex,Y,SBrkr,1792,0,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,3.0,925.0,TA,TA,Y,204,49,0,0,No_Pool,No_Fence,3,2006,New,Partial,1,0,3584.0,1,49,3.0,subclass20,RD,NridgHt_VALLEY_VIEW_RD
528228295,175900,1569,RL,51.0,3635,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,Unf,0.0,398.0,1386.0,GasA,Ex,Y,SBrkr,1569,0,0.0,1.0,2,0,1,1,Gd,7,Typ,1,TA,Attchd,2007.0,RFn,3.0,660.0,TA,TA,Y,143,20,0,0,No_Pool,No_Fence,5,2009,WD ,Normal,2,2,2955.0,0,20,2.5,subclass120,DR,Blmngtn_WESTWIND_DR
905425125,240000,2358,RL,75.0,45600,Pave,No_Alley,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,907.0,907.0,GasA,TA,Y,SBrkr,1307,1051,0.0,0.0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2.0,360.0,Fa,TA,Y,486,40,0,175,No_Pool,No_Fence,9,2008,WD ,Normal,100,11,3265.0,1,215,3.0,subclass50,ST,ClearCr_OAKLAND_ST
903200080,223500,1576,RL,144.0,21384,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309.0,Unf,0.0,15.0,1324.0,GasA,Ex,Y,SBrkr,1072,504,2.0,0.0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2.0,528.0,TA,TA,Y,0,312,0,0,No_Pool,No_Fence,5,2009,WD ,Normal,86,5,2900.0,1,312,3.5,subclass70,DR,BrkSide_ORCHARD_DR
